5.022376900148201040e-01
4.972699589641416673e-01
4.475918767940891062e-04
4.069013321920517655e-05
3.699103019773936038e-06
3.362820927067547185e-07
3.057109933698017119e-08
2.779190848816546967e-09
2.526537135287872192e-10
2.296851941170839343e-11
