"","unique_ID","ethR_1","ethR_2","ethR_3","ethR_4","ethR_5","ethR_6","ethP_1","ethP_2","ethP_3","ethP_4","ethP_5","ethP_6","ethB_1","ethB_2","ethB_3","ethB_4","ethB_5","ethB_6","finR_1","finR_2","finR_3","finR_4","finR_5","finR_6","finP_1","finP_2","finP_3","finP_4","finP_5","finP_6","finB_1","finB_2","finB_3","finB_4","finB_5","finB_6","heaR_1","heaR_2","heaR_3","heaR_4","heaR_5","heaR_6","heaP_1","heaP_2","heaP_3","heaP_4","heaP_5","heaP_6","heaB_1","heaB_2","heaB_3","heaB_4","heaB_5","heaB_6","recR_1","recR_2","recR_3","recR_4","recR_5","recR_6","recP_1","recP_2","recP_3","recP_4","recP_5","recP_6","recB_1","recB_2","recB_3","recB_4","recB_5","recB_6","socR_1","socR_2","socR_3","socR_4","socR_5","socR_6","socP_1","socP_2","socP_3","socP_4","socP_5","socP_6","socB_1","socB_2","socB_3","socB_4","socB_5","socB_6","Gender","Birth_Year","Marital_Status","Children","Race_7","Ethnicity","Edu_ori","Political","Political_TEXT","Income","Employment","Race","Age","SOEPgen","SOEPdri","SOEPfin","SOEPrec","SOEPocc","SOEPhea","Education","subsample"
"757","160620",6,1,5,5,3,6,4,7,6,4,7,3,7,1,7,4,1,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,1,1,4,3,5,5,7,7,5,6,1,1,1,1,1,1,4,6,4,1,4,1,4,5,5,4,5,5,2,4,4,4,4,1,6,5,6,6,7,7,1,2,2,4,3,4,4,7,7,4,7,7,1,1973,"3",1,"","2",5,"Ind.","",5,"5","3",43,NA,NA,NA,NA,NA,NA,"2","B"
"758","160621",5,1,5,5,2,5,5,7,5,5,7,3,7,7,7,4,2,7,3,4,3,4,3,4,5,4,5,4,5,4,4,5,4,5,4,5,1,1,1,1,7,4,5,5,7,7,2,4,1,1,1,1,5,1,1,1,4,4,4,4,3,7,5,3,3,3,1,1,1,1,1,1,7,7,7,7,7,7,1,1,1,1,1,1,4,4,7,6,6,7,2,1974,"3",1,"","2",4,"Rep.","",6,"1","3",42,NA,NA,NA,NA,NA,NA,"2","A"
"759","160622",2,1,2,3,1,2,4,6,4,2,6,1,4,4,5,2,3,4,2,6,3,5,3,5,6,2,4,4,4,4,3,5,3,4,3,4,5,6,5,3,1,3,2,4,2,3,5,6,4,4,2,2,1,1,5,5,5,1,1,1,2,3,2,4,4,4,4,2,2,4,2,2,5,2,5,5,7,5,1,3,4,3,3,4,2,2,5,2,3,4,2,1982,"3",0,"","2",8,"Dem.","",6,"1","3",34,NA,NA,NA,NA,NA,NA,"3","A"
"760","160623",1,1,2,3,1,2,5,6,4,3,7,2,6,5,5,3,4,7,1,1,1,1,1,1,6,6,6,7,6,7,6,6,6,6,6,6,1,1,1,1,2,1,5,7,7,7,5,7,4,4,2,3,4,2,7,3,1,6,6,1,4,5,7,3,3,2,6,3,3,6,6,6,6,5,7,3,5,2,2,3,4,3,4,4,6,5,6,3,6,6,1,1991,"1",0,"","2",5,"Dem.","",3,"1","3",25,NA,NA,NA,NA,NA,NA,"2","A"
"761","160625",1,5,1,1,7,1,3,4,3,4,1,1,4,4,2,1,3,3,7,5,1,2,7,1,1,2,1,5,1,6,7,2,5,2,7,3,5,6,1,1,7,7,2,2,3,5,2,1,3,5,1,1,4,1,7,3,1,1,1,7,1,6,4,5,5,1,7,1,2,3,3,3,7,6,7,6,7,7,1,2,1,3,1,1,3,2,7,3,7,7,2,1971,"4",0,"","2",5,"Dem.","",4,"2","3",45,NA,NA,NA,NA,NA,NA,"2","B"
"762","160626",5,1,1,5,4,4,4,7,5,3,5,6,5,1,4,1,3,7,1,7,1,2,1,2,7,2,7,5,7,5,4,4,4,4,4,4,5,5,3,1,1,5,3,4,7,7,7,5,4,4,1,1,1,2,7,1,7,5,5,1,2,7,4,4,4,5,7,1,7,7,7,5,6,2,7,1,7,1,2,6,1,7,3,7,4,1,7,4,4,2,1,1985,"3",0,"","2",6,"Dem.","",6,"1","3",31,NA,NA,NA,NA,NA,NA,"3","A"
"763","160629",3,3,1,1,2,1,2,5,3,4,5,1,3,2,1,1,1,4,1,3,1,2,3,2,2,3,4,4,3,5,2,4,1,4,2,5,6,7,1,1,7,5,3,2,5,7,2,3,2,2,1,1,1,1,7,2,1,3,3,1,2,3,5,2,2,7,2,1,1,2,2,2,7,7,7,7,3,7,1,2,3,1,2,2,2,1,6,2,2,4,2,1989,"1",0,"","2",2,"Dem.","",1,"1","3",27,NA,NA,NA,NA,NA,NA,"1","B"
"764","160630",1,1,1,5,1,1,7,6,5,3,7,3,4,1,4,1,4,1,1,1,1,3,1,4,7,4,7,7,7,7,4,4,4,4,4,6,7,1,1,1,1,1,4,5,7,7,5,7,3,1,1,1,1,1,7,1,1,4,1,1,3,6,6,6,7,7,7,1,4,4,1,7,7,5,7,7,7,7,1,4,7,4,7,7,4,3,7,3,4,5,1,1984,"3",0,"","2",5,"Ind.","",3,"1","3",32,NA,NA,NA,NA,NA,NA,"2","A"
"765","160632",1,1,1,2,1,1,7,7,7,6,7,2,4,1,2,1,1,6,1,1,1,1,1,1,7,5,7,7,7,7,3,5,3,4,3,3,1,1,1,1,5,1,7,7,7,7,6,7,1,1,1,1,1,1,7,1,1,1,1,1,5,7,5,7,7,7,2,1,1,1,1,2,7,1,7,6,2,4,1,7,1,2,2,5,1,1,7,1,2,1,1,1950,"3",4,"","2",2,"Rep.","",3,"8","3",66,NA,NA,NA,NA,NA,NA,"1","A"
"766","160635",1,2,2,1,2,3,1,2,2,1,2,3,1,2,2,2,1,2,1,2,1,2,2,7,1,2,1,2,2,7,1,2,2,2,1,7,1,2,3,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,1,7,6,7,1,7,6,1,7,1,2,2,2,1,2,2,2,1,2,1,1979,"4",3,"","2",5,"Dem.","",2,"1","1",37,NA,NA,NA,NA,NA,NA,"2","B"
"767","160636",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,2,5,5,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,2,2,2,2,2,2,2,2,4,2,5,5,5,5,1,1972,"4",4,"","1",5,"Dem.","",3,"1","3",44,NA,NA,NA,NA,NA,NA,"2","A"
"768","160637",1,1,1,1,1,1,7,7,7,2,7,2,6,1,1,1,1,4,2,5,1,1,2,7,6,2,7,7,7,5,7,6,6,7,7,7,1,1,1,1,4,4,7,7,7,7,6,4,1,1,1,1,1,3,7,1,1,1,1,1,2,7,7,5,7,3,7,1,1,4,1,5,5,6,7,7,7,7,1,1,1,2,1,3,4,4,7,5,7,7,2,1968,"4",2,"","1",2,"Rep.","",3,"1","3",48,NA,NA,NA,NA,NA,NA,"1","B"
"769","160638",3,1,1,2,1,3,5,6,6,2,5,2,5,2,5,1,1,5,1,5,2,5,1,4,7,2,7,3,7,3,2,6,2,4,2,4,6,6,7,2,1,4,3,5,5,6,5,6,3,4,1,1,1,2,5,2,3,1,1,3,2,6,5,6,6,2,6,2,3,3,3,5,6,5,5,6,2,5,1,3,4,4,5,2,2,4,6,4,2,5,2,1989,"3",0,"","2",2,"Dem.","",5,"1","3",27,NA,NA,NA,NA,NA,NA,"1","B"
"770","160639",3,1,1,3,1,2,3,6,5,4,5,2,3,3,5,1,2,6,1,7,1,2,1,2,6,1,5,6,5,6,4,7,4,6,4,5,5,7,1,1,4,2,2,2,6,7,2,4,4,7,1,1,2,2,7,1,5,1,1,1,1,6,3,6,7,4,7,1,4,1,1,1,6,2,2,3,1,1,1,6,5,5,6,6,4,3,4,3,2,2,2,1986,"3",1,"","2",5,"Ind.","",6,"1","3",30,NA,NA,NA,NA,NA,NA,"2","A"
"771","160640",1,5,2,3,3,6,6,5,7,3,5,1,3,2,4,2,5,7,2,7,1,5,1,5,6,2,6,3,6,5,4,6,3,5,3,6,3,1,1,1,1,3,5,7,3,7,3,4,1,1,2,1,4,3,5,3,3,5,5,3,2,5,5,3,2,5,5,3,4,4,3,5,6,6,6,5,7,5,3,3,4,4,4,5,4,3,6,4,6,6,1,1983,"3",0,"","2",8,"Dem.","",4,"1","3",33,NA,NA,NA,NA,NA,NA,"3","B"
"772","160645",1,1,5,5,1,5,6,6,4,5,1,1,7,7,5,1,1,4,1,1,1,6,1,6,7,2,7,2,7,2,3,5,1,6,1,6,6,6,2,7,5,7,5,6,5,5,6,6,6,7,1,1,1,2,5,5,4,1,1,1,5,6,7,7,7,5,2,1,1,1,1,1,6,6,6,7,3,7,4,5,5,5,5,5,4,4,4,4,3,3,2,1983,"3",1,"","2",2,"Rep.","",3,"1","3",33,NA,NA,NA,NA,NA,NA,"1","B"
"773","160647",3,1,2,2,3,2,3,5,2,7,3,1,5,3,4,2,3,5,2,6,2,3,2,3,6,2,6,6,6,6,5,4,5,5,5,5,2,3,1,1,2,2,5,5,4,6,3,6,1,3,1,1,2,1,5,3,3,2,2,6,4,6,5,3,3,2,3,2,2,4,2,4,6,6,5,5,5,3,2,3,2,3,2,4,4,3,4,3,4,2,2,1964,"3",2,"","2",2,"Ind.","",5,"2","3",52,NA,NA,NA,NA,NA,NA,"1","B"
"774","160648",3,1,1,3,1,2,3,6,2,2,5,2,4,2,3,1,2,5,2,5,2,3,2,3,7,2,7,3,6,5,5,5,5,3,3,5,1,1,1,1,2,1,3,5,5,6,5,6,1,1,1,3,2,2,5,2,2,2,1,2,2,5,3,3,5,3,6,2,2,3,1,5,6,5,5,3,3,3,1,2,2,3,4,3,1,4,6,4,3,5,1,1968,"3",3,"","2",2,"Rep.","",4,"2","3",48,NA,NA,NA,NA,NA,NA,"1","A"
"775","160651",1,1,1,2,1,1,6,7,6,4,7,4,3,1,1,1,1,3,1,1,1,1,1,1,6,3,6,5,6,5,1,3,1,1,1,2,1,1,1,1,6,2,5,7,5,6,3,5,1,1,1,1,1,1,6,1,1,3,1,4,2,7,7,4,5,3,4,1,1,4,1,4,5,6,6,6,2,5,1,2,3,3,4,3,1,1,6,2,4,5,1,1962,"3",3,"","1",2,"Rep.","",1,"9","3",54,NA,NA,NA,NA,NA,NA,"1","B"
"776","160652",2,1,1,3,1,1,3,6,7,3,5,1,5,6,3,1,1,7,1,7,1,5,1,7,7,2,7,5,7,5,2,7,1,4,1,6,7,6,3,1,6,5,5,4,7,7,6,4,2,2,1,1,1,1,7,1,1,1,1,6,1,6,7,3,3,4,7,4,3,5,2,6,7,7,7,7,7,7,1,3,3,2,1,2,4,7,7,7,7,7,2,1989,"1",0,"","2",2,"Ind.","",1,"2","4",27,NA,NA,NA,NA,NA,NA,"1","B"
"777","160653",6,2,1,4,1,3,4,5,4,3,7,1,6,2,4,2,1,5,1,3,1,5,1,4,6,3,6,4,6,4,3,5,3,4,3,5,5,4,6,1,6,5,4,4,3,5,3,4,1,4,1,1,4,1,1,1,1,1,1,1,3,7,6,1,4,4,1,1,1,1,1,1,6,5,6,5,7,6,1,4,3,4,1,3,4,2,7,2,7,5,1,1985,"2",4,"","2",6,"Ind.","",3,"1","3",31,NA,NA,NA,NA,NA,NA,"3","A"
"778","160654",2,1,1,3,5,3,5,6,3,3,2,1,5,2,3,2,4,6,1,4,2,2,2,4,6,2,5,6,5,4,2,3,3,3,3,4,2,5,5,5,2,7,3,2,4,5,4,2,2,4,1,3,1,1,7,1,1,2,1,6,1,5,6,3,4,5,7,3,2,2,1,6,6,6,7,6,7,4,2,3,4,3,3,4,3,3,7,3,6,3,2,1990,"1",0,"","2",5,"Dem.","",1,"1","3",26,NA,NA,NA,NA,NA,NA,"2","B"
"779","160655",3,3,3,5,2,3,5,5,4,4,6,2,5,1,4,2,1,7,1,3,5,2,1,1,7,5,4,7,7,6,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,7,1,1,1,1,1,1,4,4,5,5,6,4,4,4,4,4,4,5,5,5,5,1,5,4,4,4,4,4,4,4,2,4,4,3,3,1,1983,"3",1,"","2",5,"Dem.","",4,"1","3",33,NA,NA,NA,NA,NA,NA,"2","B"
"780","160656",1,1,1,1,1,1,6,5,4,3,7,1,4,3,4,2,1,4,1,1,1,1,1,1,5,4,7,5,6,6,2,2,2,2,2,2,1,1,1,1,2,1,4,5,4,4,4,6,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,5,4,1,1,1,1,1,3,5,4,6,3,4,4,1,3,2,2,2,2,1,1,4,1,3,4,1,1957,"3",4,"","2",4,"Rep.","",5,"8","3",59,NA,NA,NA,NA,NA,NA,"2","B"
"781","160657",2,1,2,3,1,2,2,5,5,6,6,3,4,1,4,2,4,6,1,6,1,3,1,2,7,2,7,4,6,4,5,6,6,7,7,6,1,1,1,1,7,2,5,7,6,6,2,6,1,2,2,1,3,1,3,2,3,5,2,2,2,3,3,2,4,5,4,4,3,5,3,4,7,5,6,3,5,5,1,5,2,5,2,1,2,1,7,3,1,6,1,1962,"1",0,"","2",5,"Rep.","",3,"9","3",54,NA,NA,NA,NA,NA,NA,"2","A"
"782","160659",6,1,4,4,4,5,3,6,4,2,3,2,4,1,3,2,3,5,2,6,1,4,3,4,3,2,7,4,3,3,4,5,7,5,5,6,3,4,2,1,2,2,6,6,6,6,6,7,2,2,2,2,3,1,5,2,2,6,5,7,4,7,7,5,5,6,4,2,2,5,5,6,6,6,6,6,6,4,1,3,3,4,2,3,3,3,5,4,4,4,2,1996,"1",0,"","2",2,"Ind.","",1,"3","3",20,NA,NA,NA,NA,NA,NA,"1","B"
"783","160660",5,3,2,2,2,6,2,3,3,4,5,2,3,3,3,2,2,3,3,5,4,4,3,4,6,2,4,3,5,5,3,5,4,4,3,4,5,5,6,5,5,5,4,4,3,4,3,3,3,4,4,3,3,3,7,3,3,3,1,5,3,5,6,5,5,4,4,2,2,2,2,4,7,6,7,6,5,6,2,3,2,3,3,3,4,3,6,4,3,3,2,1981,"1",1,"","2",3,"Ind.","",2,"2","3",35,NA,NA,NA,NA,NA,NA,"2","B"
"784","160661",1,1,2,2,6,1,6,7,4,5,3,1,6,4,5,1,6,7,2,5,3,2,2,4,6,2,6,5,3,6,6,7,4,3,5,4,2,7,1,1,5,6,5,2,7,7,5,7,3,7,1,1,1,2,4,2,1,5,5,7,5,6,7,6,6,6,5,3,2,6,6,7,6,6,6,7,4,2,1,5,3,6,6,7,7,5,7,6,5,6,2,1992,"1",0,"","2",4,"Rep.","",1,"4","3",24,NA,NA,NA,NA,NA,NA,"2","A"
"785","160662",5,4,5,6,3,6,5,6,6,3,5,1,6,4,5,2,4,7,1,4,1,3,1,2,7,4,6,5,7,4,4,5,4,5,4,5,6,6,2,2,6,5,5,7,6,7,5,6,4,3,1,1,2,3,5,5,4,2,2,2,3,4,4,5,6,4,5,4,4,2,2,5,6,4,7,3,5,6,2,3,4,4,4,6,4,4,6,4,6,6,1,1987,"1",0,"","2",6,"Dem.","",1,"1","3",29,NA,NA,NA,NA,NA,NA,"3","B"
"786","160663",1,1,1,2,1,1,3,1,5,3,7,2,3,1,3,1,1,2,1,6,1,4,1,3,6,2,7,4,6,5,6,4,6,5,6,5,1,1,1,1,1,1,2,7,4,5,3,5,1,1,1,1,1,1,6,4,6,6,6,4,3,6,5,5,5,2,3,2,3,3,2,1,7,6,7,7,7,6,1,1,1,1,1,5,5,5,7,5,5,5,1,1967,"1",0,"","2",5,"Dem.","",3,"5","3",49,NA,NA,NA,NA,NA,NA,"2","A"
"787","160664",6,1,6,7,1,7,3,5,2,1,6,1,4,2,5,6,1,7,5,4,5,6,4,7,6,5,7,7,4,7,5,2,7,5,4,6,5,1,1,1,1,6,3,6,4,7,3,5,3,1,1,1,2,1,2,1,1,1,1,1,3,4,5,2,5,6,1,1,1,1,1,1,6,5,7,5,7,4,1,3,6,4,4,2,2,4,5,2,4,5,1,1996,"1",0,"","2",2,"Ind.","",4,"2","1",20,NA,NA,NA,NA,NA,NA,"1","B"
"788","160665",5,2,1,5,4,2,5,6,5,3,5,2,4,4,4,2,2,4,2,7,2,6,1,6,7,4,7,5,7,5,5,7,5,6,5,6,5,5,2,1,5,7,5,6,6,7,3,4,3,3,1,1,1,1,7,5,5,7,7,7,2,4,5,2,2,3,7,4,4,6,6,6,7,5,7,5,7,6,1,4,4,3,1,4,6,4,6,4,4,4,2,1987,"1",0,"","2",5,"Rep.","",2,"3","3",29,NA,NA,NA,NA,NA,NA,"2","B"
"789","160675",2,1,2,4,4,2,4,5,4,3,2,5,4,4,5,2,4,6,1,4,1,2,1,2,7,4,7,6,7,7,2,6,2,6,2,6,1,1,1,1,3,4,3,6,6,7,4,4,1,2,1,1,2,4,2,1,1,3,5,1,2,6,5,4,4,4,4,2,4,4,4,4,6,4,5,5,6,6,1,2,3,2,3,3,4,3,7,3,4,4,1,1989,"1",0,"","2",2,"Ind.","",1,"1","3",27,NA,NA,NA,NA,NA,NA,"1","A"
"790","160676",5,3,1,2,2,3,3,6,7,7,7,5,5,5,4,3,3,5,3,5,6,5,3,5,6,2,4,5,4,5,6,5,4,5,5,4,1,1,3,3,2,3,7,7,5,6,6,6,3,4,3,3,2,3,5,1,2,1,1,3,3,6,6,7,7,6,5,3,4,4,2,4,5,5,5,4,2,3,3,2,4,6,6,5,4,3,5,5,6,6,2,1968,"3",0,"","2",3,"Rep.","",3,"1","3",48,NA,NA,NA,NA,NA,NA,"2","B"
"791","160677",2,3,1,3,2,6,3,3,4,2,5,2,5,3,4,2,3,5,1,2,1,2,1,2,6,3,6,4,6,5,3,4,3,4,3,5,5,5,2,2,2,5,3,3,4,6,5,3,4,5,3,2,1,3,7,5,3,3,3,3,3,3,4,3,3,3,6,5,3,4,4,6,6,6,6,6,7,7,2,5,4,5,2,3,4,5,6,5,5,5,2,1979,"1",0,"","2",3,"Ind.","",2,"1","3",37,NA,NA,NA,NA,NA,NA,"2","B"
"792","160678",1,1,1,1,1,6,7,7,7,7,7,4,4,3,4,3,4,6,1,6,1,4,1,4,7,3,7,5,7,3,5,5,5,5,5,5,1,1,3,2,2,2,6,7,5,5,4,5,1,1,1,1,1,1,6,3,3,4,3,3,2,5,5,5,6,4,2,2,2,3,3,4,7,6,6,6,6,6,2,4,4,5,5,6,6,6,6,6,6,6,1,1979,"2",1,"","1",2,"Ind.","",1,"1","3",37,NA,NA,NA,NA,NA,NA,"1","A"
"793","160680",1,1,1,1,1,1,6,5,5,4,7,5,4,2,2,2,4,6,1,1,1,1,1,1,5,5,6,6,6,7,4,4,4,4,4,4,1,1,1,1,2,1,5,5,6,7,5,6,2,1,1,2,1,1,2,1,1,1,1,1,3,6,7,7,6,7,4,1,1,1,1,1,5,4,6,4,6,4,2,4,4,3,3,2,5,3,6,4,5,6,1,1951,"3",1,"","2",3,"Dem.","",4,"8","3",65,NA,NA,NA,NA,NA,NA,"2","B"
"794","160682",3,2,2,3,1,2,5,4,6,3,6,3,4,3,4,2,2,5,2,4,1,4,1,3,6,5,6,4,6,4,5,5,5,4,6,4,7,2,2,3,1,1,5,5,4,4,3,5,1,1,1,1,1,1,5,1,2,1,1,1,3,6,5,3,3,4,2,1,2,1,1,1,7,6,7,5,7,6,2,4,3,4,2,2,3,4,6,4,7,4,1,1995,"1",0,"","2",2,"Ind.","",4,"2","3",21,NA,NA,NA,NA,NA,NA,"1","B"
"795","160683",5,1,1,2,1,1,2,6,4,3,7,1,7,1,3,1,2,4,1,5,1,4,1,2,7,1,7,3,7,5,7,6,5,4,3,2,6,2,1,1,7,2,1,7,7,7,1,6,6,4,3,1,7,2,7,1,7,6,6,1,1,7,7,7,7,7,1,2,7,6,5,4,7,7,6,7,1,4,1,6,1,5,2,5,1,6,7,4,5,3,1,1965,"3",0,"","2",2,"Dem.","",3,"1","3",51,NA,NA,NA,NA,NA,NA,"1","B"
"796","160684",1,1,1,3,7,1,5,7,3,2,2,1,3,1,3,1,4,6,1,6,1,2,1,2,7,2,7,5,7,6,6,5,6,6,6,7,5,7,3,1,3,6,4,2,5,7,4,5,3,6,1,1,2,2,6,1,1,5,1,1,2,5,6,2,2,7,6,2,4,4,4,5,7,6,3,6,6,2,1,2,5,4,3,5,4,4,7,3,1,7,2,1976,"4",2,"","2",5,"Rep.","",6,"1","3",40,NA,NA,NA,NA,NA,NA,"2","B"
"797","160685",1,1,1,1,1,1,7,7,7,7,7,7,1,7,1,1,1,7,1,1,1,1,1,1,7,7,7,7,7,7,1,1,1,1,1,1,1,7,1,1,1,1,7,7,7,7,7,7,1,7,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,1,1,1,1,1,1,2,1982,"3",NA,"","1",6,"Dem.","",3,"1","3",34,NA,NA,NA,NA,NA,NA,"3","B"
"798","160686",1,1,1,3,1,1,6,6,6,4,7,6,4,2,1,1,1,4,1,6,1,3,1,3,7,4,7,4,7,5,1,5,1,5,1,5,1,1,7,1,1,1,6,7,2,5,5,7,1,1,1,1,1,1,1,1,1,5,5,5,1,6,6,5,5,5,4,4,4,5,5,5,7,7,7,6,1,7,1,1,3,4,5,4,5,5,7,5,3,7,1,1961,"4",0,"","2",2,"Ind.","",1,"9","3",55,NA,NA,NA,NA,NA,NA,"1","B"
