"","unique_ID","ethR_1","ethR_2","ethR_3","ethR_4","ethR_5","ethR_6","ethP_1","ethP_2","ethP_3","ethP_4","ethP_5","ethP_6","ethB_1","ethB_2","ethB_3","ethB_4","ethB_5","ethB_6","finR_1","finR_2","finR_3","finR_4","finR_5","finR_6","finP_1","finP_2","finP_3","finP_4","finP_5","finP_6","finB_1","finB_2","finB_3","finB_4","finB_5","finB_6","heaR_1","heaR_2","heaR_3","heaR_4","heaR_5","heaR_6","heaP_1","heaP_2","heaP_3","heaP_4","heaP_5","heaP_6","heaB_1","heaB_2","heaB_3","heaB_4","heaB_5","heaB_6","recR_1","recR_2","recR_3","recR_4","recR_5","recR_6","recP_1","recP_2","recP_3","recP_4","recP_5","recP_6","recB_1","recB_2","recB_3","recB_4","recB_5","recB_6","socR_1","socR_2","socR_3","socR_4","socR_5","socR_6","socP_1","socP_2","socP_3","socP_4","socP_5","socP_6","socB_1","socB_2","socB_3","socB_4","socB_5","socB_6","Gender","Birth_Year","Marital_Status","Children","Race_7","Ethnicity","Edu_ori","Political","Political_TEXT","Income","Employment","Race","Age","SOEPgen","SOEPdri","SOEPfin","SOEPrec","SOEPocc","SOEPhea","Education","subsample"
"1805","162117",1,3,1,6,1,5,7,7,3,2,7,1,2,4,5,1,1,7,1,7,1,1,1,4,7,3,7,6,7,7,4,5,4,4,4,5,6,6,7,1,7,3,1,7,5,7,3,4,6,3,1,1,4,1,7,1,2,4,7,3,3,5,5,2,2,2,7,1,4,7,7,7,7,7,7,7,7,7,1,2,2,1,1,1,5,1,7,7,4,7,1,1973,"3",0,"","1",2,"Ind.","",5,"1","3",43,NA,NA,NA,NA,NA,NA,"1","A"
"1806","162119",1,1,2,1,1,1,3,6,2,3,4,2,4,2,5,2,3,7,2,4,3,2,3,2,6,6,6,6,6,6,4,4,4,4,4,4,5,7,1,1,5,3,5,7,5,6,2,4,4,5,2,2,2,2,5,3,5,2,2,6,2,4,4,5,6,4,5,3,5,2,2,5,7,4,5,5,3,5,2,4,5,5,5,6,4,4,4,4,3,3,2,1991,"3",0,"","2",6,"Rep.","",3,"1","3",25,NA,NA,NA,NA,NA,NA,"3","A"
"1807","162120",2,2,1,1,2,3,5,6,7,6,5,4,2,2,5,2,2,2,1,2,1,1,1,2,7,5,7,5,7,4,1,3,2,1,2,1,1,1,1,1,1,2,5,6,7,7,6,5,1,1,1,1,1,1,3,2,2,4,4,4,5,6,6,4,4,4,2,1,1,4,2,5,7,7,6,6,5,5,1,2,1,2,2,1,6,6,6,6,5,5,2,1994,"1",0,"","1",1,"Dem.","",3,"11","1",22,NA,NA,NA,NA,NA,NA,"1","A"
"1812","162125",1,1,2,2,1,1,7,6,3,3,5,3,2,1,5,2,2,5,1,6,1,2,1,2,7,4,7,6,7,5,2,4,2,3,2,3,1,1,5,1,7,1,5,7,6,7,3,5,1,1,1,1,1,1,1,6,2,6,1,6,4,3,5,4,5,5,2,4,2,5,1,5,7,7,7,7,7,7,1,1,3,1,1,2,6,5,6,6,6,6,1,1980,"3",0,"","2",4,"Ind.","",5,"1","3",36,NA,NA,NA,NA,NA,NA,"2","A"
"1817","162131",1,1,1,2,1,1,7,7,7,4,4,6,3,1,2,2,3,4,1,2,1,1,1,1,7,5,7,6,7,6,1,2,1,2,1,2,1,1,1,1,1,2,6,7,6,7,7,5,1,2,1,1,1,2,2,1,2,1,1,1,4,6,6,5,6,7,4,1,4,4,4,1,5,3,4,4,2,4,2,4,3,3,5,4,2,1,5,2,1,4,1,1977,"1",0,"","2",5,"Rep.","",1,"2","3",39,NA,NA,NA,NA,NA,NA,"2","A"
"1819","162135",1,1,1,1,1,1,7,7,7,7,7,6,6,3,4,1,2,6,1,6,1,6,1,5,6,4,6,4,7,5,4,5,4,5,4,6,1,1,1,1,1,1,6,5,7,7,5,6,3,4,1,1,1,1,3,1,3,1,1,1,3,6,3,7,7,7,5,2,6,2,2,2,5,5,6,6,6,6,1,3,4,5,4,3,4,4,4,4,6,4,2,1986,"3",2,"","2",6,"Dem.","",5,"1","3",30,NA,NA,NA,NA,NA,NA,"3","A"
"1822","162139",3,1,2,5,3,6,5,7,2,2,3,1,4,2,4,1,1,6,1,3,1,1,1,5,7,1,7,5,6,4,3,6,3,4,3,5,5,1,5,1,7,1,2,6,5,7,3,6,4,3,1,1,3,1,1,3,3,1,1,2,1,3,3,6,7,7,1,2,2,5,5,6,7,5,6,5,3,6,1,3,2,4,6,4,1,2,7,5,3,5,2,1981,"3",1,"","2",5,"Ind.","",4,"1","3",35,NA,NA,NA,NA,NA,NA,"2","A"
"1823","162143",3,5,1,2,2,3,5,5,7,7,7,2,5,7,1,2,1,6,1,2,2,2,1,7,7,5,7,7,7,3,1,2,2,1,1,6,1,2,2,2,6,6,5,7,2,7,3,5,1,4,1,1,2,3,7,1,1,5,6,5,2,6,6,2,2,5,7,1,2,6,6,6,7,7,7,7,2,7,2,3,1,3,5,4,4,6,7,6,6,7,2,1984,"1",0,"","2",3,"Ind.","",1,"1","3",32,NA,NA,NA,NA,NA,NA,"2","A"
"1825","162145",2,1,1,3,1,3,6,7,7,4,7,2,6,1,7,1,4,7,2,6,2,3,2,2,7,1,7,7,7,7,6,6,6,6,6,6,5,1,1,1,5,1,5,7,7,7,2,6,6,2,1,1,2,1,6,1,1,1,1,1,2,7,7,7,7,7,6,1,1,1,1,1,6,2,5,3,7,1,2,4,2,3,2,6,1,2,7,2,2,2,1,1988,"3",0,"","2",8,"Dem.","",4,"1","3",28,NA,NA,NA,NA,NA,NA,"3","A"
"1826","162147",2,2,1,1,1,2,6,5,5,5,7,4,3,3,4,2,3,4,1,4,1,4,1,4,5,4,5,5,5,6,5,4,5,4,5,5,2,3,2,1,5,3,4,5,5,6,4,6,2,3,1,2,4,3,5,1,2,3,2,1,3,5,4,3,3,4,5,3,4,4,4,4,5,4,3,3,4,4,2,4,6,5,4,5,5,4,6,4,5,5,1,1997,"1",0,"","2",2,"Dem.","",5,"11","3",19,NA,NA,NA,NA,NA,NA,"1","A"
"1827","162148",4,1,1,2,2,1,5,7,5,2,7,1,3,1,3,1,2,2,4,5,1,1,1,1,4,3,6,6,6,6,2,4,2,3,3,3,3,1,1,1,3,1,3,4,5,7,4,5,1,1,1,1,1,1,6,1,1,4,1,1,2,4,3,2,4,2,1,1,1,1,1,1,7,5,4,5,1,1,1,2,2,1,3,2,1,1,7,1,2,7,1,1974,"3",3,"","2",5,"Rep.","",6,"1","3",42,NA,NA,NA,NA,NA,NA,"2","A"
"1829","162151",4,1,1,2,4,3,3,5,5,5,3,2,4,3,3,2,5,5,3,5,3,3,2,3,3,5,4,5,4,6,4,5,4,5,4,6,6,4,3,2,6,4,3,5,5,6,2,6,4,3,1,2,3,1,6,1,1,1,1,2,3,6,3,5,5,6,5,3,4,4,3,5,7,7,7,7,4,6,2,3,2,4,2,5,5,4,7,4,3,4,1,1996,"1",0,"","1",2,"Ind.","",6,"11","3",20,NA,NA,NA,NA,NA,NA,"1","A"
"1834","162158",3,3,5,5,3,7,7,5,4,3,5,4,5,2,5,1,2,7,3,6,3,6,5,7,7,3,7,4,7,6,2,5,3,4,6,7,7,6,3,3,6,6,3,4,4,5,3,2,3,2,1,1,3,3,6,3,3,5,2,5,2,5,5,1,2,2,3,3,5,3,1,3,4,3,5,5,5,5,1,5,1,3,2,1,3,3,7,4,5,6,2,1993,"1",0,"","1",4,"Dem.","",1,"11","3",23,NA,NA,NA,NA,NA,NA,"2","A"
"1835","162163",1,1,1,1,1,1,7,7,7,4,7,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,5,4,5,4,5,5,7,1,1,5,1,4,4,7,7,4,4,4,4,1,1,1,1,7,1,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,1,1,3,3,5,3,4,4,5,4,4,7,1,1988,"3",3,"","2",4,"Dem.","",5,"1","3",28,NA,NA,NA,NA,NA,NA,"2","A"
"1837","162166",4,2,2,4,3,1,3,6,4,3,4,2,5,3,3,3,4,5,2,5,2,4,2,4,6,4,7,4,5,4,3,5,3,6,4,6,5,2,3,2,3,3,4,5,6,6,5,5,4,3,1,1,3,2,5,5,5,5,4,6,2,2,2,2,2,2,6,5,6,5,4,6,7,5,6,6,7,7,1,2,2,2,2,2,7,4,6,3,6,5,1,1984,"1",0,"","2",5,"Ind.","",7,"2","3",32,NA,NA,NA,NA,NA,NA,"2","A"
"1840","162171",1,1,4,3,4,6,7,7,6,3,3,1,4,4,4,2,3,6,1,6,1,3,1,6,7,3,7,6,7,5,3,6,3,4,3,5,1,5,1,1,3,5,7,2,7,7,5,3,1,5,1,1,3,2,1,1,1,1,1,1,7,7,7,7,7,7,4,4,4,4,4,4,7,7,7,7,7,3,1,1,1,1,1,4,3,2,7,5,5,4,2,1992,"1",0,"","2",8,"Dem.","",4,"4","4",24,NA,NA,NA,NA,NA,NA,"3","A"
"1841","162173",2,4,3,1,1,6,7,6,7,5,7,4,4,2,5,1,1,3,2,4,1,5,6,4,6,5,7,4,7,3,4,5,3,7,2,2,6,7,7,1,5,2,2,4,6,7,4,7,4,4,1,1,1,1,2,2,4,6,1,1,2,4,4,7,7,7,4,3,3,6,1,7,7,1,1,6,4,4,1,7,6,5,2,6,6,1,5,6,3,6,2,1982,"3",0,"","2",5,"Ind.","",6,"1","3",34,NA,NA,NA,NA,NA,NA,"2","A"
"1842","162174",1,1,1,1,1,1,5,6,4,4,7,2,5,2,5,2,1,7,1,1,1,1,1,1,3,5,5,5,3,5,2,4,2,4,2,4,1,1,1,1,1,2,5,7,5,7,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,6,6,4,4,4,1,1,1,1,1,1,5,3,6,4,5,6,1,4,3,4,4,3,2,2,5,3,4,4,1,1982,"3",2,"","2",5,"Dem.","",2,"2","3",34,NA,NA,NA,NA,NA,NA,"2","A"
"1845","162177",2,2,1,1,4,7,3,7,5,5,2,2,4,2,4,2,4,7,2,2,1,1,1,2,7,5,7,7,7,7,7,7,7,7,7,7,7,1,1,2,1,7,4,5,6,7,4,4,5,3,1,1,1,1,2,1,3,1,1,1,3,7,6,7,7,7,3,1,1,1,1,1,7,7,7,6,7,7,1,1,7,4,5,7,2,2,7,5,5,5,2,1970,"1",0,"","2",5,"Dem.","",1,"1","3",46,NA,NA,NA,NA,NA,NA,"2","A"
"1848","162372",5,2,2,6,1,5,3,4,6,2,7,3,4,2,5,2,1,4,1,6,1,5,1,5,7,3,7,4,7,5,7,7,7,5,7,7,6,5,1,1,6,6,4,5,7,7,5,5,4,2,1,1,1,1,7,2,4,1,1,3,2,3,5,7,7,5,2,1,1,1,1,4,7,7,7,5,2,6,1,3,4,3,1,3,4,5,7,4,3,4,2,1993,"1",0,"","2",5,"Dem.","",4,"2","3",23,NA,NA,NA,NA,NA,NA,"2","A"
"1853","162378",1,5,2,5,1,1,7,7,6,6,7,2,3,3,3,1,1,4,1,5,1,1,1,4,7,2,7,3,7,3,3,4,3,3,3,3,5,5,1,1,1,1,5,6,7,7,6,7,2,2,1,1,1,1,1,1,1,1,1,1,3,5,6,4,4,4,2,1,1,1,1,1,6,6,6,6,6,6,2,3,2,4,2,2,3,3,3,3,3,5,1,1982,"3",3,"","2",2,"Ind.","",5,"6","3",34,NA,NA,NA,NA,NA,NA,"1","A"
"1854","162379",1,7,1,3,1,7,7,7,5,3,7,1,7,4,5,1,1,7,6,5,7,6,7,6,7,4,5,3,5,7,7,7,7,7,7,7,6,7,1,1,1,5,6,7,7,7,7,5,1,7,1,1,1,1,7,1,1,1,1,1,3,6,7,7,7,7,6,1,1,1,3,5,7,7,7,1,7,7,1,3,4,7,6,4,5,5,7,1,4,5,2,1987,"1",0,"","1",2,"Dem.","",2,"2","3",29,NA,NA,NA,NA,NA,NA,"1","A"
"1856","162382",2,2,1,2,1,5,3,4,6,3,7,2,3,2,1,1,1,7,1,5,1,3,1,2,7,3,7,4,7,6,3,5,3,4,3,6,5,1,1,1,1,1,2,4,4,6,6,6,1,1,1,1,1,1,5,1,1,6,5,3,2,5,6,3,3,5,7,2,4,6,5,7,7,6,5,3,5,5,1,2,3,3,3,2,4,4,4,1,7,5,1,1984,"2",0,"","2",2,"Dem.","",6,"1","3",32,NA,NA,NA,NA,NA,NA,"1","A"
"1857","162383",6,1,2,6,2,6,3,5,6,4,6,2,6,1,4,2,1,6,5,1,5,1,6,1,5,7,4,5,4,6,1,4,1,1,1,3,6,7,2,1,3,2,3,4,6,7,4,5,1,5,1,1,1,1,5,1,4,1,1,1,3,5,6,7,6,6,5,1,5,1,1,5,5,6,6,7,2,6,5,7,6,6,5,6,3,2,7,3,2,6,1,1986,"3",0,"","2",2,"Dem.","",5,"1","3",30,NA,NA,NA,NA,NA,NA,"1","A"
"1859","162385",1,3,2,3,2,2,5,6,5,6,6,2,4,4,4,3,2,5,1,6,1,6,1,5,6,2,6,3,6,3,2,4,2,4,2,4,2,2,2,1,2,2,5,6,5,7,5,5,2,2,1,2,2,2,2,1,2,1,1,3,3,6,4,2,2,2,5,2,4,5,5,5,5,5,6,5,6,6,2,3,2,3,2,3,3,3,7,3,6,6,1,1951,"4",1,"","2",6,"Dem.","",4,"4","3",65,NA,NA,NA,NA,NA,NA,"3","A"
"1860","162386",3,1,1,5,1,1,6,7,6,5,7,3,7,1,6,2,1,7,1,6,1,4,1,3,7,2,7,3,7,3,1,4,1,4,1,4,1,1,1,1,2,1,7,7,6,6,5,7,1,1,1,1,1,1,7,1,5,5,1,5,3,6,2,4,7,2,7,3,3,4,1,5,7,6,7,3,6,7,1,3,2,6,1,2,1,1,7,1,1,6,1,1956,"3",2,"","2",2,"Rep.","",4,"8","3",60,NA,NA,NA,NA,NA,NA,"1","A"
"1861","162387",2,1,1,2,1,1,6,7,6,4,7,2,2,3,4,1,1,4,1,7,3,5,5,5,7,2,4,6,4,4,2,7,4,5,5,7,5,7,1,1,1,3,4,1,5,7,5,5,1,6,1,1,1,1,5,1,4,7,5,5,2,7,7,4,4,4,5,1,5,6,4,5,7,7,5,6,7,6,1,7,5,5,3,7,4,4,6,4,4,6,2,1978,"3",1,"","2",5,"Rep.","",6,"1","3",38,NA,NA,NA,NA,NA,NA,"2","A"
"1862","162388",6,2,3,2,5,3,3,6,4,4,3,1,4,5,4,2,3,3,1,7,3,4,1,6,5,2,4,4,5,4,2,5,3,4,2,6,3,3,6,4,5,7,3,4,2,3,2,2,3,4,1,2,1,3,7,5,6,6,6,7,2,3,3,2,2,3,5,4,5,4,4,4,7,5,5,3,5,5,1,2,2,3,3,3,2,2,6,2,1,2,2,1982,"3",1,"","2",6,"Ind.","",5,"1","3",34,NA,NA,NA,NA,NA,NA,"3","A"
"1863","162389",5,1,2,2,5,1,4,7,6,3,5,3,3,1,2,1,2,4,1,1,1,1,1,1,7,5,7,5,7,5,3,3,3,3,3,3,5,2,6,1,6,2,2,3,5,7,5,4,1,1,1,1,1,1,7,3,7,1,1,3,2,4,4,6,6,5,4,2,3,2,2,2,7,4,6,5,5,6,1,3,3,3,3,3,1,1,4,2,2,4,1,1981,"3",1,"","2",2,"Dem.","",3,"9","3",35,NA,NA,NA,NA,NA,NA,"1","A"
"1864","162390",1,1,1,3,3,2,7,6,6,3,4,5,2,2,3,1,1,6,1,3,1,4,1,3,7,4,7,2,7,4,2,5,2,4,1,5,1,7,2,1,3,2,6,6,5,7,5,6,1,4,1,1,4,2,3,1,4,5,5,5,1,5,6,4,4,5,1,4,4,5,5,7,7,6,7,3,1,1,1,6,5,3,6,4,4,1,7,4,7,5,1,1976,"3",1,"","2",2,"Ind.","",4,"6","3",40,NA,NA,NA,NA,NA,NA,"1","A"
"1865","162391",5,4,3,4,3,2,3,6,4,3,4,2,4,2,3,2,2,3,1,2,1,2,2,2,7,6,7,6,7,7,6,6,6,6,6,6,6,6,5,1,3,2,2,3,6,7,6,5,3,4,1,1,2,1,7,2,6,1,2,2,2,6,4,6,6,6,6,3,6,3,3,3,6,3,5,5,3,5,1,3,2,3,2,2,1,2,6,4,3,4,2,1979,"3",1,"","2",5,"Dem.","",6,"1","3",37,NA,NA,NA,NA,NA,NA,"2","A"
"1866","162392",1,1,1,2,1,1,7,7,6,4,7,5,2,1,2,2,1,4,1,5,1,1,1,1,7,3,7,5,7,6,1,5,1,3,1,2,1,1,1,1,2,1,4,5,5,5,5,7,1,1,1,1,1,1,5,1,1,1,1,1,2,4,6,7,7,7,4,2,1,1,1,2,7,4,5,3,2,6,1,3,3,4,2,2,2,2,5,3,5,6,1,1950,"3",1,"","2",5,"Dem.","",3,"8","3",66,NA,NA,NA,NA,NA,NA,"2","A"
"1867","162393",1,1,1,1,1,2,7,7,7,7,7,4,2,1,1,1,1,2,3,1,1,1,1,2,4,3,5,7,7,4,4,5,3,3,4,3,1,1,1,1,1,1,7,6,5,7,7,6,1,1,1,1,1,2,3,1,3,4,4,2,3,7,4,3,2,3,3,1,2,3,4,4,6,4,6,5,4,4,2,4,3,3,2,2,3,3,4,2,4,5,2,1994,"1",0,"","2",5,"Dem.","",2,"1","3",22,NA,NA,NA,NA,NA,NA,"2","A"
"1869","162398",5,5,2,1,1,7,3,3,5,6,7,1,3,5,4,2,1,7,1,7,1,1,1,1,7,1,7,7,7,7,1,7,1,3,1,3,7,4,7,1,1,7,3,5,2,7,4,4,3,4,4,1,1,3,1,1,1,1,1,1,4,7,7,7,7,7,1,1,1,1,1,1,7,7,7,7,7,7,1,3,1,4,2,4,4,4,7,3,4,5,2,1979,"4",2,"","2",4,"Ind.","",3,"1","3",37,NA,NA,NA,NA,NA,NA,"2","A"
"1870","162399",1,4,1,1,1,4,7,7,4,4,7,3,7,7,7,1,4,6,1,5,1,5,1,1,7,5,7,5,7,7,1,5,1,5,1,4,6,1,1,1,1,4,2,7,7,7,5,3,1,4,1,1,1,1,7,1,4,7,4,1,3,5,5,3,3,4,5,5,5,5,5,5,7,7,7,4,7,7,1,7,5,7,7,7,1,4,4,2,6,6,1,1989,"1",0,"","2",4,"Dem.","",2,"1","3",27,NA,NA,NA,NA,NA,NA,"2","A"
"1871","162400",2,1,1,3,1,1,3,6,6,5,7,2,4,2,2,2,2,4,1,3,1,1,1,1,6,2,7,5,7,4,2,4,2,2,2,3,2,2,1,1,2,1,5,5,5,6,2,6,1,2,1,1,5,1,2,1,1,1,1,1,4,6,6,6,6,6,2,1,2,1,1,2,6,5,5,4,5,5,1,2,2,3,3,3,1,3,5,3,2,3,1,1971,"3",2,"","2",3,"Dem.","",3,"2","3",45,NA,NA,NA,NA,NA,NA,"2","A"
"1873","162402",2,1,1,2,1,1,6,7,7,6,7,1,2,1,1,1,1,6,5,7,1,2,1,4,4,4,7,4,5,4,4,6,4,6,4,6,1,1,1,1,1,1,2,5,7,7,6,7,1,1,1,1,1,1,7,2,1,2,1,5,2,4,6,5,7,5,4,1,1,3,1,6,7,7,6,7,7,7,1,2,1,1,2,1,4,4,7,4,7,7,1,1954,"4",1,"","2",2,"Dem.","",2,"8","3",62,NA,NA,NA,NA,NA,NA,"1","A"
"1875","162405",1,1,2,2,1,2,6,7,6,5,7,4,7,4,6,2,3,5,1,6,1,6,1,7,7,2,7,3,7,4,4,5,6,5,6,7,1,1,1,1,2,2,5,6,6,6,6,6,2,3,1,1,1,1,5,1,1,2,1,2,4,6,5,4,4,4,4,4,4,5,4,5,7,7,7,6,7,7,1,3,2,4,2,2,2,4,6,4,6,6,1,1977,"3",2,"","2",3,"Dem.","",3,"6","1",39,NA,NA,NA,NA,NA,NA,"2","A"
"1878","162408",1,1,1,1,1,1,7,7,7,7,7,1,1,1,4,1,1,4,1,6,1,1,1,3,7,2,7,7,7,7,1,7,1,1,1,1,6,6,2,2,2,2,7,6,5,6,5,5,1,6,1,1,1,1,4,1,1,1,1,1,3,6,6,6,6,6,4,1,1,1,1,1,6,2,7,2,6,6,1,5,6,6,6,6,1,1,6,1,4,4,2,1959,"2",0,"","2",2,"Rep.","",1,"1","3",57,NA,NA,NA,NA,NA,NA,"1","A"
"1881","162415",1,1,1,1,1,1,5,7,6,6,7,1,4,2,4,1,2,7,1,3,1,1,1,1,7,7,7,7,7,7,2,2,2,2,2,2,1,1,3,2,2,1,4,7,6,7,4,7,1,1,1,1,1,1,1,1,1,5,5,5,7,7,7,5,5,5,1,1,1,1,1,4,2,5,5,4,5,5,4,5,2,2,3,1,1,3,4,4,3,5,1,1976,"3",3,"","1",5,"Ind.","",2,"1","3",40,NA,NA,NA,NA,NA,NA,"2","A"
"1883","162418",5,3,5,3,1,5,4,2,1,2,7,1,5,2,2,1,1,5,3,7,6,5,6,6,4,2,4,2,4,2,3,6,3,6,3,6,5,5,6,4,6,6,2,2,5,5,5,3,5,5,1,1,1,1,6,6,6,3,3,3,1,2,3,6,6,6,6,4,6,3,3,3,5,6,3,5,6,5,3,4,3,2,5,4,4,2,5,4,5,6,2,1983,"4",2,"","2",2,"Ind.","",1,"1","3",33,NA,NA,NA,NA,NA,NA,"1","A"
"1885","162421",3,1,1,1,2,1,5,6,6,6,7,2,4,3,6,1,4,3,1,5,1,4,1,5,7,4,7,5,7,5,4,4,4,4,4,4,4,1,1,1,4,4,4,6,6,6,5,5,1,2,1,1,2,1,6,3,2,2,1,1,3,3,4,4,4,4,6,3,2,2,2,4,6,6,6,6,6,6,1,3,1,2,1,1,4,4,7,4,4,4,2,1979,"4",1,"","2",2,"Ind.","",4,"1","3",37,NA,NA,NA,NA,NA,NA,"1","A"
"1888","162425",5,3,2,1,2,6,6,6,5,5,7,2,7,4,5,1,2,7,5,5,6,5,6,5,5,6,5,3,4,5,6,7,5,4,5,6,6,6,5,2,2,6,2,5,6,7,7,4,2,4,1,1,1,3,7,3,3,1,1,1,3,5,6,7,7,7,6,4,3,5,5,5,6,6,3,6,7,5,1,4,5,3,7,6,1,3,5,3,3,4,2,1986,"2",1,"","2",2,"Ind.","",1,"1","3",30,NA,NA,NA,NA,NA,NA,"1","A"
"1890","162431",5,1,2,2,4,6,4,5,5,3,4,2,5,1,4,1,7,7,1,4,1,3,1,3,4,3,4,4,4,5,3,4,3,4,3,4,4,2,2,1,2,3,3,5,6,7,6,5,4,4,1,3,1,4,3,3,5,5,3,5,2,3,2,2,2,2,4,2,4,4,4,5,5,4,7,4,6,6,2,3,2,2,2,2,3,3,7,4,4,7,1,1992,"3",0,"","2",2,"Dem.","",3,"1","3",24,NA,NA,NA,NA,NA,NA,"1","A"
"1891","162436",2,1,2,1,1,1,6,7,5,6,6,3,4,2,4,1,1,3,1,7,1,7,1,7,6,2,6,2,6,2,2,5,2,6,2,6,1,1,1,2,4,5,5,6,7,6,3,2,1,1,1,1,1,1,7,1,4,2,1,2,2,4,4,3,5,3,7,2,2,3,1,4,7,5,7,5,2,5,1,2,4,2,1,4,1,1,6,2,2,4,2,1987,"2",0,"","2",2,"Dem.","",4,"1","3",29,NA,NA,NA,NA,NA,NA,"1","A"
"1892","162437",4,2,1,4,1,1,3,6,6,5,6,2,4,2,4,2,1,4,1,7,5,4,1,6,6,2,3,4,4,3,3,6,4,4,4,6,1,7,1,1,1,4,6,3,7,7,6,4,1,4,1,1,1,1,7,1,1,1,1,4,1,7,7,7,7,4,5,1,1,1,1,6,7,7,4,6,2,4,2,3,5,3,2,3,4,4,4,5,3,5,2,1990,"1",0,"","2",5,"Ind.","",7,"1","3",26,NA,NA,NA,NA,NA,NA,"2","A"
"1893","162438",1,1,1,1,1,1,7,4,7,3,7,3,4,1,4,1,1,4,1,4,1,3,1,1,7,3,7,5,7,4,2,4,2,3,2,4,1,1,1,1,5,1,7,5,7,7,3,7,1,1,1,1,1,1,5,1,2,1,1,1,2,7,4,3,5,5,6,1,4,4,1,4,7,1,7,4,1,5,1,7,4,4,7,4,3,1,5,2,2,5,1,1960,"4",1,"","2",5,"Dem.","",1,"1","3",56,NA,NA,NA,NA,NA,NA,"2","A"
"1894","162439",6,5,1,1,1,1,6,6,5,4,5,1,7,4,2,1,1,6,6,5,6,5,6,5,4,6,4,5,3,7,7,6,7,5,7,6,7,7,1,5,2,6,5,5,6,5,4,4,4,4,1,2,1,2,7,1,6,2,2,6,3,4,5,4,5,6,6,1,4,1,1,2,7,7,7,6,7,7,1,2,3,3,2,2,2,2,7,4,7,7,2,1973,"4",1,"","2",2,"Ind.","",1,"2","3",43,NA,NA,NA,NA,NA,NA,"1","A"
"1895","162440",1,3,3,3,1,6,4,3,5,4,3,5,4,3,3,4,4,3,4,3,3,3,4,3,3,3,4,4,3,4,4,4,3,5,3,5,3,3,4,3,4,3,3,4,3,3,3,4,3,3,2,2,2,3,2,2,3,2,3,3,2,2,3,2,3,4,2,2,2,3,3,2,2,3,3,2,3,3,3,2,3,3,2,3,3,2,3,3,3,2,2,1974,"1",0,"","2",3,"Dem.","",1,"4","3",42,NA,NA,NA,NA,NA,NA,"2","A"
"1900","162447",2,2,2,2,2,2,4,4,4,4,4,4,6,6,6,2,6,6,2,2,2,2,2,2,3,4,2,2,4,3,4,4,2,4,4,2,5,7,5,2,5,6,4,4,4,4,4,4,4,4,1,1,4,4,6,6,3,4,5,4,3,4,4,5,4,4,3,4,4,4,3,4,3,4,3,3,3,4,3,4,4,4,3,4,3,4,4,3,4,5,2,1986,"2",0,"","2",2,"Ind.","",1,"1","3",30,NA,NA,NA,NA,NA,NA,"1","A"
"1905","162453",2,2,1,1,1,1,5,6,6,6,5,6,1,1,1,1,1,1,2,4,1,6,1,5,5,2,5,2,6,2,2,6,2,5,2,6,1,1,1,1,2,1,4,6,6,5,5,6,1,1,1,1,1,1,6,2,3,2,1,1,4,6,6,4,6,5,3,1,2,4,2,5,5,3,4,3,3,5,3,3,4,3,3,5,1,4,5,3,4,5,1,1963,"4",2,"","2",6,"Dem.","",5,"1","3",53,NA,NA,NA,NA,NA,NA,"3","A"
"1906","162455",1,1,1,1,1,1,4,5,4,3,5,2,3,2,4,1,1,5,1,3,1,4,1,4,5,2,6,7,5,7,5,4,4,6,3,5,1,1,1,1,1,1,4,7,7,7,6,5,1,1,1,1,1,1,5,1,1,2,1,3,2,5,6,6,4,4,7,2,1,3,1,5,7,4,4,5,5,4,1,2,2,3,4,5,4,3,6,5,4,6,2,1988,"3",0,"","2",6,"Dem.","",2,"4","3",28,NA,NA,NA,NA,NA,NA,"3","A"
"1908","162459",1,1,1,1,1,1,6,5,4,4,4,2,5,2,5,2,2,4,1,6,1,4,1,3,7,2,7,4,7,5,4,6,4,5,4,4,1,1,1,1,1,2,2,7,7,7,7,4,1,1,1,1,1,1,7,1,1,5,1,5,1,7,5,4,4,4,7,1,4,4,1,4,5,5,7,6,6,6,4,5,5,5,5,5,4,4,5,4,5,5,1,1970,"1",0,"","2",5,"Dem.","",5,"2","3",46,NA,NA,NA,NA,NA,NA,"2","A"
"1909","162462",1,1,1,4,1,6,6,6,5,3,5,2,3,1,5,1,1,7,1,6,1,2,1,4,7,2,6,4,6,3,4,7,3,5,4,6,6,1,2,1,6,5,1,5,3,6,3,6,3,1,1,1,1,1,7,1,1,1,1,1,1,6,6,7,7,7,7,1,1,1,1,1,6,5,6,5,6,7,1,5,5,6,5,7,6,5,7,5,1,7,1,1988,"2",0,"","2",5,"Dem.","",3,"4","3",28,NA,NA,NA,NA,NA,NA,"2","A"
"1910","162463",3,3,2,3,2,5,5,5,5,5,6,3,5,4,4,3,3,6,3,2,3,2,3,2,3,5,3,5,3,5,3,4,3,4,3,4,4,5,5,3,7,3,5,5,5,5,3,6,4,4,4,4,4,4,5,2,2,2,2,1,3,5,6,5,6,7,4,2,2,2,2,2,6,5,6,5,6,6,2,3,3,3,3,3,2,3,4,4,4,4,2,1969,"1",0,"","2",4,"Ind.","",1,"2","3",47,NA,NA,NA,NA,NA,NA,"2","A"
