"","unique_ID","subsample","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27","P28","P29","P30","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","B13","B14","B15","B16","B17","B18","B19","B20","B21","B22","B23","B24","B25","B26","B27","B28","B29","B30"
"637","160435","A",3,6,3,2,4,2,2,2,1,1,6,1,5,7,1,7,1,5,2,5,1,2,1,1,3,6,2,1,6,1,3,2,3,3,4,2,2,3,6,6,1,6,1,1,2,2,2,2,3,2,4,3,5,3,2,2,2,3,3,4,3,3,3,1,3,2,3,3,3,3,4,1,6,7,1,7,2,3,3,2,3,2,1,1,1,4,4,1,4,1
"638","160437","A",6,4,6,5,4,4,6,4,3,4,5,4,3,5,6,4,4,5,5,4,5,4,5,3,3,4,6,4,1,6,3,5,6,4,5,5,5,5,5,4,1,3,3,5,3,4,4,6,4,4,7,5,5,4,5,5,4,6,4,4,6,4,4,5,5,5,4,5,4,6,3,4,3,4,5,5,3,4,6,3,3,5,5,3,4,4,6,4,1,6
"641","160440","A",3,3,1,1,6,2,2,7,3,6,5,4,6,2,5,4,6,4,6,6,3,6,5,3,5,6,7,5,3,1,4,3,3,6,5,3,4,4,2,7,5,4,7,1,6,5,3,4,6,6,6,7,5,4,1,7,6,4,4,3,4,3,3,5,4,2,4,4,1,7,5,4,7,3,4,6,5,3,4,5,6,1,5,1,5,7,6,4,4,1
"642","160441","A",7,7,7,7,6,1,5,5,1,1,4,7,7,3,1,7,1,1,7,7,1,2,7,3,6,1,1,7,6,7,2,2,3,2,3,7,3,4,7,7,3,3,2,4,5,2,7,7,4,1,7,4,3,5,2,5,7,3,3,3,4,4,2,4,5,1,4,4,1,2,5,4,6,2,2,7,3,2,6,2,2,3,2,2,2,1,2,4,5,1
"643","160442","A",6,1,5,3,5,1,7,2,1,1,6,1,2,5,6,5,1,1,5,7,1,1,1,1,5,1,5,1,5,2,3,4,2,3,4,7,2,7,7,7,3,7,2,2,2,2,6,5,5,1,7,6,6,5,4,4,2,4,3,5,4,2,3,4,5,1,7,3,2,2,5,1,3,4,2,6,4,2,5,3,2,1,1,1,2,1,5,1,2,1
"647","160450","A",5,5,2,5,6,3,5,5,3,2,2,3,6,5,6,6,4,2,5,3,2,6,5,6,5,5,5,6,6,5,5,5,4,5,4,6,4,4,6,6,3,7,5,3,5,4,5,6,4,1,6,5,5,5,5,5,5,5,5,5,5,7,2,7,5,3,5,5,6,6,5,2,7,4,2,4,6,6,5,2,6,7,2,7,2,5,5,7,3,2
"651","160455","A",3,2,2,3,3,3,5,2,3,3,4,5,5,3,3,5,2,3,2,4,4,2,5,2,6,3,2,2,3,3,2,4,2,4,2,3,3,6,5,6,3,5,2,2,2,3,4,4,4,1,5,5,4,2,2,3,5,2,5,4,4,3,4,3,3,3,4,5,5,5,6,2,5,2,2,4,5,3,5,3,5,6,2,3,3,3,5,5,1,2
"653","160460","A",7,1,7,1,3,1,6,5,5,5,7,1,7,7,2,7,1,1,6,7,5,2,1,1,2,1,5,5,5,1,2,6,2,6,3,4,2,5,2,1,1,6,1,1,2,4,5,1,3,1,4,2,4,2,4,2,5,2,7,2,5,1,4,2,5,2,6,6,4,4,3,1,4,4,1,6,7,5,7,4,5,4,1,2,1,2,4,4,5,1
"657","160465","A",6,6,6,6,6,6,7,5,1,1,2,2,7,7,3,4,3,5,6,6,1,7,2,5,5,4,3,7,5,5,3,2,3,2,2,4,2,4,6,7,2,3,2,1,4,5,3,5,3,2,6,1,3,3,5,5,5,1,5,4,3,4,3,5,4,4,6,7,2,2,5,2,6,4,3,5,6,5,7,5,1,6,1,4,4,3,5,6,4,2
"658","160466","A",5,1,5,4,6,1,5,2,1,1,3,1,6,6,4,2,2,5,2,7,1,6,1,5,3,5,1,5,7,1,4,6,3,5,3,6,3,5,7,7,4,7,1,3,3,7,5,5,6,1,7,2,5,4,7,3,7,4,7,4,5,2,4,4,7,3,6,5,2,2,6,1,5,7,2,6,4,4,5,3,3,7,1,6,3,4,7,6,3,1
"659","160467","A",3,3,7,5,6,2,6,3,1,1,1,4,6,2,2,5,1,1,5,7,1,5,3,6,5,3,1,5,2,6,6,4,5,4,2,3,2,6,7,7,1,6,2,4,4,5,6,6,4,2,7,3,5,1,5,5,5,2,7,5,3,5,4,5,7,3,7,7,7,7,6,2,6,2,4,7,6,5,7,6,7,4,1,5,6,4,5,6,6,4
"660","160468","A",5,1,6,1,6,1,2,3,2,1,2,1,6,5,5,6,1,5,1,5,5,2,1,5,3,6,2,5,5,1,3,5,3,6,1,7,3,2,3,5,2,7,2,2,6,2,5,7,7,3,4,3,7,5,3,2,6,5,4,5,3,1,3,3,6,1,5,3,4,4,5,1,5,2,1,7,4,2,6,2,6,5,1,3,1,3,4,3,2,1
"662","160470","A",5,4,5,3,6,1,6,5,2,2,1,1,6,6,2,6,2,2,5,6,3,6,1,3,3,5,2,6,2,2,4,4,3,5,5,5,3,6,5,3,4,7,2,4,2,4,4,4,6,2,5,5,6,5,5,4,3,4,5,3,4,3,3,3,5,2,4,4,3,3,4,1,4,4,2,6,5,4,5,3,3,4,1,4,3,3,4,4,3,2
"663","160471","A",6,2,6,6,6,2,4,3,4,2,1,5,7,2,1,6,1,1,4,5,1,7,3,4,5,1,2,5,3,5,2,7,2,3,1,2,2,5,5,5,2,3,2,2,4,1,4,4,3,1,6,2,3,6,3,4,3,3,4,2,5,2,2,4,5,1,4,6,6,5,4,4,7,1,1,6,3,2,4,1,6,7,1,2,1,1,4,4,1,1
"665","160474","A",6,2,6,2,3,2,7,3,1,1,2,1,7,3,1,7,1,1,3,6,3,2,1,2,4,2,1,3,1,5,2,4,2,5,4,2,2,5,6,6,1,7,2,3,3,4,3,6,6,1,5,3,5,3,3,3,3,3,5,4,3,1,2,1,5,3,6,6,5,4,3,1,4,2,1,6,3,2,6,2,4,4,1,2,2,3,4,2,1,3
"667","160476","A",2,2,2,5,4,3,6,4,5,5,6,2,3,5,6,3,2,3,5,4,3,6,2,3,6,6,5,6,5,5,2,6,2,3,4,5,3,3,5,5,3,6,2,3,3,3,6,3,3,2,6,2,5,5,5,2,6,2,4,3,3,3,4,4,2,3,5,4,5,4,5,1,2,3,1,5,4,2,4,3,6,5,1,4,1,4,3,3,3,1
"674","160484","A",5,1,4,2,5,1,6,2,1,1,1,1,5,5,1,5,1,1,4,4,1,2,1,2,2,1,2,2,1,2,2,6,2,6,3,6,2,6,6,6,3,6,2,3,3,3,3,6,4,1,6,5,6,6,5,6,3,6,6,3,5,2,4,4,5,1,6,2,2,2,3,1,6,4,1,6,2,1,5,4,2,4,1,4,2,2,2,4,1,2
"676","160487","A",2,1,5,6,6,1,5,3,1,1,4,1,1,7,5,3,1,1,3,6,1,1,1,1,1,2,1,1,2,3,5,6,4,2,2,6,3,3,6,7,1,7,3,2,2,5,3,6,3,1,6,5,7,7,7,4,6,7,5,2,2,1,3,4,7,3,5,4,5,3,5,1,4,6,3,6,6,4,6,3,5,1,1,1,1,2,6,1,2,1
"677","160488","A",5,1,5,1,4,1,6,3,1,1,2,1,6,5,3,6,2,1,1,6,1,1,1,1,6,1,1,1,1,5,5,6,4,6,5,3,2,5,7,7,1,6,2,5,4,2,5,7,6,3,7,6,7,6,5,3,6,6,5,3,5,2,5,3,5,2,7,4,2,2,7,1,6,4,4,5,5,3,4,4,2,3,1,3,1,2,6,3,5,1
"678","160489","A",6,2,5,5,6,1,5,2,1,1,1,1,5,6,1,6,1,1,4,6,1,1,1,2,1,1,1,2,1,3,5,6,6,4,7,6,4,7,7,7,2,7,4,7,5,7,5,7,5,3,7,7,7,5,5,6,6,4,6,6,4,3,2,3,7,2,6,5,1,1,3,1,4,6,2,6,5,1,6,2,1,4,1,1,1,1,4,4,1,1
"679","160492","A",6,2,7,2,6,1,7,6,3,1,1,1,6,2,2,5,1,1,6,7,6,1,1,5,2,1,2,2,1,2,4,6,4,4,3,6,3,3,4,4,2,7,3,3,3,3,5,5,6,1,3,3,6,2,4,4,5,2,3,4,4,2,4,3,4,2,5,5,4,4,5,2,3,3,2,6,3,3,5,5,6,4,2,4,2,2,5,4,2,3
"680","160494","A",3,4,3,2,2,3,3,3,3,4,3,3,3,3,3,1,5,3,2,2,5,3,2,2,4,5,6,2,3,5,2,3,3,3,3,3,4,3,3,4,3,2,2,1,4,4,5,4,4,3,6,3,4,4,2,2,3,2,2,4,2,3,4,4,4,3,5,4,3,2,3,3,2,1,5,3,3,4,5,3,3,3,4,5,3,3,5,2,2,2
"682","160498","A",5,1,5,1,5,1,4,2,1,1,4,1,6,4,2,5,1,5,1,6,1,1,1,1,2,5,5,1,1,1,2,7,2,6,3,7,2,3,3,3,1,7,2,4,5,4,2,2,4,2,4,4,7,4,6,3,3,4,7,6,3,2,2,3,5,1,4,3,3,3,5,1,5,3,1,5,3,5,4,3,3,3,1,2,2,2,3,3,2,1
"685","160503","A",6,1,6,1,6,2,5,2,1,1,1,1,1,6,2,6,1,1,3,6,1,1,5,1,1,1,3,1,1,5,3,7,3,7,1,7,2,5,7,7,7,7,7,2,7,1,7,7,5,1,7,7,5,7,6,7,6,7,7,4,4,2,1,1,7,1,6,4,4,4,7,1,4,4,1,7,3,3,4,2,4,1,1,1,1,1,4,2,4,1
"690","160509","A",7,3,7,3,5,1,2,1,2,1,1,1,7,2,2,6,1,1,4,7,2,1,1,3,3,3,1,3,1,5,3,4,4,5,5,7,4,7,7,6,2,7,2,6,4,5,5,7,3,2,7,5,6,3,3,3,5,2,6,3,5,4,3,4,6,1,5,4,5,4,4,3,7,2,1,5,4,3,5,4,5,5,3,2,3,2,5,6,4,4
"692","160512","A",6,5,4,3,6,1,6,7,5,5,5,2,4,6,1,5,1,2,6,5,3,6,5,5,2,6,1,3,2,7,7,1,3,4,7,7,2,1,2,7,1,5,3,5,7,4,4,7,7,5,7,4,4,4,5,6,7,5,3,3,4,3,5,3,6,1,4,6,6,5,7,6,5,5,4,4,3,6,4,7,4,6,3,4,4,3,7,6,4,5
"694","160515","A",2,1,2,1,5,1,2,2,3,5,1,5,5,2,1,5,1,1,5,5,1,2,3,1,2,1,2,1,1,2,3,6,2,6,2,5,4,6,4,3,2,3,2,2,3,1,3,4,5,1,6,3,2,5,4,5,2,3,6,4,2,1,2,1,2,1,5,3,4,3,3,1,3,1,1,5,4,3,6,2,3,4,1,1,1,1,3,4,1,1
"695","160517","A",3,3,2,2,3,2,6,5,3,2,1,1,1,2,2,4,2,1,4,3,2,2,2,1,2,1,2,1,2,1,5,4,5,5,4,5,4,4,6,7,4,7,2,2,6,4,5,7,5,2,7,5,6,4,5,5,3,4,5,4,4,3,4,3,5,3,6,6,4,4,4,1,5,3,2,5,6,1,6,2,4,5,1,2,1,1,3,2,3,1
"696","160518","A",3,2,3,6,3,2,6,6,2,2,6,1,6,3,2,5,3,2,3,5,3,4,1,3,2,1,6,5,1,5,4,3,3,4,3,3,2,2,4,5,5,7,3,3,2,4,3,2,6,5,5,3,6,3,2,2,6,5,6,3,3,5,3,6,4,3,3,4,5,6,7,2,6,3,5,4,6,6,6,5,6,5,3,5,3,2,7,4,3,4
"698","160521","A",2,3,2,2,5,2,6,5,1,3,3,1,6,6,3,3,2,3,3,6,2,1,1,2,5,2,2,2,2,1,5,5,6,6,3,4,1,4,4,5,2,7,3,2,3,4,5,2,3,1,6,7,3,2,3,3,6,2,5,5,3,2,3,3,6,3,6,5,2,2,4,2,5,6,3,3,5,4,6,6,3,3,1,4,4,4,4,4,4,1
"701","160527","A",7,1,7,5,7,4,6,3,1,1,2,1,6,7,3,7,2,2,4,7,1,1,1,1,3,6,2,1,5,3,4,6,4,5,4,4,2,6,6,6,2,7,2,2,5,4,5,6,6,2,6,6,6,5,6,1,6,5,4,6,5,1,4,6,6,3,7,5,2,2,6,1,6,4,2,7,4,2,6,4,2,1,1,1,1,4,4,1,4,1
"703","160534","A",4,1,7,1,7,1,7,7,7,7,1,1,7,6,1,7,1,1,7,7,7,1,7,1,2,1,1,1,7,7,3,7,6,7,1,7,1,1,1,1,1,7,1,1,7,1,7,7,1,1,1,7,5,7,5,7,7,7,1,3,4,7,1,7,7,1,7,7,7,7,1,1,7,5,1,7,1,1,7,1,7,7,1,7,1,1,1,7,7,4
"705","160542","A",4,1,5,5,7,1,5,6,1,1,2,1,7,2,4,7,1,1,3,7,1,2,1,5,3,1,1,5,7,4,3,6,7,5,3,6,3,2,6,7,3,7,1,6,2,2,5,7,3,1,7,4,7,7,6,7,7,3,7,4,2,2,1,6,7,1,4,4,5,5,7,1,7,6,3,7,6,1,4,1,5,5,1,4,2,1,2,6,4,4
"706","160543","A",6,6,5,6,3,6,4,5,3,2,2,2,7,7,5,5,3,1,6,6,3,6,3,7,7,7,5,7,3,5,3,2,3,3,5,4,1,2,6,7,1,5,1,4,6,5,5,5,4,2,6,3,3,2,4,2,2,1,3,3,3,6,2,7,4,3,6,7,4,3,5,1,7,3,2,4,3,1,7,3,3,7,1,7,5,5,6,7,4,2
"708","160546","A",4,1,4,1,5,4,5,3,2,2,4,1,4,6,4,5,2,3,2,6,2,1,4,1,5,2,1,1,6,5,4,7,3,7,4,5,6,5,6,6,4,7,2,2,5,2,6,5,5,1,7,6,6,5,5,3,7,5,4,4,5,4,2,5,6,4,4,4,4,4,4,1,4,3,1,5,5,3,3,3,4,6,2,5,3,3,6,5,5,4
"709","160548","A",7,1,7,1,7,1,5,3,2,5,5,1,1,1,6,7,1,5,6,7,3,5,1,1,1,6,5,1,3,1,6,7,2,7,5,7,5,6,4,4,2,7,7,7,2,1,3,4,7,1,4,2,7,5,7,3,2,5,6,6,4,1,2,1,4,1,4,3,2,2,5,1,1,1,1,7,1,2,4,1,2,4,1,1,1,1,4,1,1,1
"710","160549","A",6,5,5,6,6,4,6,5,3,2,2,1,6,6,5,6,2,6,6,6,3,6,1,5,3,2,2,6,3,3,3,6,2,6,6,5,4,6,5,5,3,7,5,4,5,5,5,5,5,1,4,6,6,6,5,5,5,6,6,5,4,4,6,4,6,2,6,7,4,4,2,1,4,6,2,7,6,4,7,3,4,4,1,4,1,2,3,4,2,1
"711","160550","A",3,1,6,1,5,3,3,1,1,1,2,1,3,5,5,7,1,2,2,7,1,5,2,1,4,2,4,2,5,3,5,5,3,5,2,4,2,6,7,7,1,6,2,2,2,3,5,5,6,5,7,2,5,5,4,6,2,5,4,5,3,2,3,2,5,4,6,5,5,5,7,1,4,5,3,7,3,3,5,3,5,6,1,2,4,1,5,2,4,2
"713","160553","A",5,1,5,1,3,1,3,3,1,1,1,1,6,4,1,6,1,1,2,6,1,1,1,1,2,4,3,1,1,3,3,7,2,7,5,7,5,5,7,7,1,7,2,5,6,3,7,7,5,1,7,5,6,6,7,5,2,5,7,4,5,1,4,1,6,1,3,3,2,2,4,1,7,2,1,7,1,1,4,1,2,1,1,1,1,1,4,1,1,1
"714","160554","A",5,1,3,2,5,1,2,3,2,3,3,2,5,6,3,6,2,1,2,2,3,2,2,2,3,6,2,2,1,5,5,6,6,5,5,7,6,4,2,2,5,6,3,3,6,5,6,7,6,2,2,7,6,5,5,3,6,6,7,4,5,1,5,3,4,1,6,4,3,3,6,1,5,6,3,7,3,2,6,2,3,2,1,1,2,5,5,1,1,5
"715","160556","A",7,1,6,1,6,1,3,1,1,1,1,1,3,7,3,6,1,4,3,7,1,1,1,1,3,7,1,1,5,5,3,7,2,7,4,2,3,7,7,7,1,7,2,4,6,1,4,6,4,1,7,7,7,7,3,1,6,7,5,4,4,1,4,1,4,3,5,1,1,1,6,1,5,7,1,7,5,4,6,4,1,1,1,1,3,5,4,1,1,1
"718","160559","A",4,1,6,2,7,1,3,1,1,1,2,1,6,7,1,7,1,1,5,7,1,5,1,2,2,3,2,2,1,5,6,6,4,6,5,7,5,4,7,7,2,6,4,3,3,1,4,7,3,1,7,2,5,5,4,7,5,3,7,2,4,2,3,3,7,1,6,5,4,5,6,1,6,5,1,7,2,1,7,7,4,6,1,2,1,2,5,5,1,1
"723","160564","A",4,2,4,3,3,2,5,4,2,2,2,2,4,2,2,4,2,2,4,4,2,1,2,1,2,2,3,3,2,4,3,4,3,3,3,5,4,4,5,5,5,5,3,4,5,3,5,5,4,2,5,4,5,4,4,4,5,2,5,3,2,2,2,3,2,2,4,4,3,3,3,2,3,1,2,3,3,2,4,2,3,1,2,1,2,2,3,3,2,3
"725","160566","A",5,3,5,3,7,3,5,5,1,1,5,5,6,7,3,7,2,4,5,6,1,2,6,5,6,6,1,5,5,6,5,4,4,4,4,4,3,3,7,7,1,7,4,4,3,4,5,4,3,3,7,5,7,5,6,3,7,5,6,6,4,4,3,4,7,2,5,5,5,5,6,1,7,7,2,7,4,4,5,1,5,4,1,6,1,5,4,6,4,1
"726","160567","A",5,2,3,3,7,1,2,2,1,1,2,2,2,5,3,6,1,1,2,6,1,2,3,2,5,1,1,3,5,6,4,4,5,4,4,5,4,4,5,5,2,6,2,5,2,4,3,4,4,3,5,5,5,5,4,4,5,4,4,4,5,3,4,4,7,2,4,4,6,5,5,3,4,5,3,7,4,3,4,3,6,5,2,4,3,4,4,4,6,4
"727","160568","A",6,1,6,6,7,1,6,6,5,5,5,1,1,6,1,7,1,1,5,7,5,1,1,4,1,1,5,5,1,3,2,7,3,5,3,7,4,4,2,3,2,7,4,1,3,3,3,7,4,1,3,6,6,4,7,5,4,4,7,4,4,2,4,4,6,1,5,5,3,2,4,1,5,5,1,6,4,3,4,2,2,2,1,4,1,1,4,4,2,2
"728","160569","A",5,1,3,1,5,3,2,1,1,1,1,1,3,2,4,7,1,1,4,7,1,1,1,1,2,5,2,1,2,6,2,6,3,6,2,4,5,5,7,7,4,7,5,2,2,2,6,7,5,1,7,7,7,7,7,3,7,7,5,5,5,2,3,1,5,2,4,3,3,3,4,1,5,4,2,7,3,1,5,5,2,1,1,1,1,4,4,1,1,2
"730","160571","A",7,1,6,5,7,1,6,2,2,2,1,1,7,5,1,7,1,1,3,7,2,1,5,3,1,2,1,5,5,5,2,6,2,3,1,7,4,4,6,6,6,6,2,4,6,1,6,6,4,1,6,6,4,3,7,6,7,3,4,4,4,1,4,4,7,1,5,5,3,3,2,1,5,4,1,7,1,1,4,4,3,1,2,4,1,1,3,4,4,3
"731","160572","A",2,1,3,1,5,5,5,2,1,1,3,4,6,5,3,5,1,1,3,7,1,1,5,1,2,5,1,1,3,6,6,7,6,7,3,2,2,6,7,6,2,5,3,1,2,4,7,6,2,1,7,6,4,7,6,1,5,7,5,2,4,1,2,1,4,4,7,4,2,2,7,1,4,5,1,6,4,2,5,4,2,3,1,1,1,1,5,1,3,1
"732","160573","A",6,2,6,1,6,1,5,1,1,1,2,1,6,4,2,7,1,1,4,7,1,1,2,1,2,6,1,1,4,4,4,7,5,7,4,7,3,6,6,6,4,7,4,4,6,3,6,7,5,2,6,7,6,7,6,4,6,7,6,6,4,2,2,2,6,2,6,5,5,4,6,1,6,4,3,7,4,2,6,2,6,2,1,2,1,4,5,2,2,1
"733","160575","A",4,1,1,6,6,1,4,4,1,1,1,1,7,7,1,7,1,1,4,6,1,4,1,1,1,1,1,1,1,1,7,7,7,4,7,7,4,4,7,7,1,7,1,1,1,7,7,7,4,1,7,4,7,7,7,7,7,7,7,7,4,1,1,4,7,1,4,4,1,1,1,1,7,7,1,7,1,1,4,4,1,5,1,1,1,1,1,1,1,1
"734","160576","A",5,1,5,1,7,1,5,2,1,1,1,2,6,4,2,7,2,1,3,7,1,5,1,3,2,1,2,3,2,3,3,5,4,6,3,7,4,6,7,7,3,6,2,4,4,2,3,6,6,2,7,3,6,5,4,5,2,5,6,4,4,1,4,1,5,3,5,4,3,3,4,3,5,3,3,7,5,3,5,4,3,4,2,2,3,2,4,2,4,3
"735","160578","A",6,3,5,5,6,5,5,6,6,5,4,3,3,5,5,5,3,5,6,5,5,5,5,3,3,5,4,5,6,5,3,5,4,3,5,6,3,3,3,3,3,6,4,2,3,5,4,5,3,3,3,3,4,5,3,5,5,5,5,3,5,4,3,4,4,2,4,4,6,5,6,5,4,4,3,6,5,3,5,5,5,5,3,5,2,4,5,5,5,2
"737","160581","A",5,1,5,1,5,1,5,3,1,1,1,1,4,6,3,6,2,2,4,6,1,6,1,2,4,1,1,1,5,2,3,7,3,7,4,7,1,4,7,5,1,7,2,2,4,2,3,4,4,2,6,3,7,4,5,5,6,6,4,5,3,1,2,1,4,1,3,4,2,2,3,1,4,5,1,5,4,3,4,4,2,6,1,2,2,1,3,2,4,1
"740","160596","A",7,1,5,1,7,1,6,2,1,1,1,1,1,6,1,7,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,4,2,4,1,7,2,7,7,7,1,6,2,1,4,1,6,6,6,1,7,3,6,4,6,4,5,5,7,6,4,1,2,1,4,1,6,2,2,2,4,1,1,2,1,7,1,1,2,2,2,1,1,1,1,1,4,1,1,1
"741","160597","A",7,2,5,5,5,1,6,5,1,1,1,1,6,7,1,7,1,1,1,6,1,7,1,7,2,2,1,7,7,2,1,5,2,6,3,6,2,3,5,6,4,6,3,1,5,1,5,7,5,1,5,6,5,6,5,4,3,6,1,4,6,2,6,6,5,3,6,5,4,4,5,1,5,7,1,7,5,3,6,5,4,7,1,7,1,3,6,7,6,1
"743","160600","A",3,2,3,5,6,1,5,2,1,1,1,1,5,6,6,5,3,5,1,7,1,3,1,7,5,6,5,7,3,6,4,5,6,4,5,7,5,4,6,7,4,7,2,1,2,6,5,2,4,1,7,2,6,2,3,2,3,2,5,3,1,2,1,4,4,1,5,3,5,5,4,1,4,6,1,4,7,2,7,1,4,4,1,4,1,1,5,4,1,1
"745","160602","A",3,1,5,1,6,1,5,3,5,1,3,1,5,6,2,6,1,1,5,6,5,1,1,1,1,3,1,1,5,3,3,6,3,6,5,7,7,7,7,7,3,7,2,3,5,3,7,7,7,1,7,6,7,6,6,5,7,6,6,5,1,3,1,3,6,1,5,5,4,4,5,1,5,5,1,6,1,1,5,1,4,3,1,3,1,1,1,3,1,1
"746","160603","A",4,3,2,2,6,3,5,4,2,2,5,1,5,7,2,6,1,2,6,5,1,4,1,2,5,2,1,2,1,5,6,5,5,4,4,6,2,5,6,4,1,5,3,2,1,4,2,4,4,2,7,2,6,3,3,5,3,3,7,4,3,2,1,3,4,2,2,5,4,3,5,2,4,2,1,7,2,4,3,2,6,2,1,3,2,2,3,4,4,1
"747","160606","A",6,1,6,1,7,1,6,5,2,2,5,6,6,7,5,7,2,1,5,7,2,1,2,1,1,1,6,1,5,2,4,5,3,3,6,5,2,3,6,6,3,7,3,5,3,5,7,6,3,2,6,4,6,4,5,3,4,2,5,5,4,4,4,5,5,1,5,3,4,4,6,2,6,5,2,6,4,3,5,3,4,3,1,3,1,1,5,4,3,2
"752","160615","A",5,1,5,1,5,1,1,1,1,1,1,1,4,2,3,7,1,1,1,7,1,3,1,1,1,1,2,1,1,1,5,7,4,7,3,7,5,4,5,4,4,6,2,6,4,4,6,7,6,3,5,3,6,7,7,6,6,5,7,5,3,1,3,1,4,3,3,3,2,2,3,1,1,3,2,7,4,2,3,5,2,1,1,1,1,1,3,1,1,1
"756","160619","A",6,1,6,4,7,5,1,3,1,1,2,1,7,7,5,6,2,5,2,7,1,1,1,1,6,5,2,1,6,2,2,6,2,5,3,2,7,6,6,6,1,7,1,3,3,3,5,4,6,1,6,5,7,5,2,3,6,5,4,3,4,3,4,5,6,3,3,4,2,2,3,1,5,4,1,6,3,2,4,2,2,6,1,6,3,2,3,6,3,2
"758","160621","A",7,1,7,4,7,2,4,4,3,3,5,1,1,7,5,7,5,1,4,7,3,4,1,4,4,1,5,4,1,7,1,7,1,5,1,7,4,4,5,5,3,7,3,1,5,1,5,7,4,1,5,3,7,3,4,5,5,3,5,2,6,1,4,1,7,2,5,5,4,4,7,1,1,6,4,7,7,7,5,4,4,1,1,1,1,1,7,1,1,5
"759","160622","A",5,5,2,5,5,1,6,5,3,2,2,3,5,7,3,5,2,1,5,5,3,1,5,1,3,5,2,1,6,1,3,3,3,2,4,6,2,4,4,6,1,3,2,3,2,4,4,6,4,1,4,4,2,4,6,2,4,4,4,5,2,2,2,2,4,3,5,4,3,3,4,2,4,3,2,5,5,4,4,2,3,2,2,2,1,4,4,4,4,1
"760","160623","A",3,3,5,1,2,1,1,1,1,1,2,1,7,5,3,7,2,1,1,6,1,1,1,6,1,1,1,6,1,2,3,5,3,7,4,7,6,7,6,6,2,7,4,4,3,4,4,6,7,2,6,2,7,3,7,5,5,3,7,5,3,3,5,3,6,4,6,6,6,6,7,3,6,6,3,6,5,5,6,6,6,6,2,6,2,4,6,6,4,4
"762","160626","A",1,1,2,7,1,4,7,2,1,1,4,1,7,7,5,7,1,1,2,6,1,1,3,5,5,5,5,5,5,1,7,7,6,4,7,5,2,5,7,7,6,7,2,3,3,1,5,7,5,2,7,5,7,4,5,3,4,4,4,7,4,1,1,7,2,3,4,4,4,4,7,1,7,4,1,7,4,1,4,4,4,5,1,7,2,4,5,7,4,1
"764","160630","A",7,1,5,1,7,1,1,3,1,1,1,1,7,7,5,7,1,1,4,7,1,1,1,1,1,7,1,4,1,1,4,6,4,6,7,7,4,7,7,7,3,7,3,7,3,7,5,6,7,1,7,7,7,7,7,4,7,6,5,5,3,1,3,4,5,4,4,4,4,4,1,1,7,4,1,7,4,1,6,4,4,7,1,1,1,3,4,4,1,1
"765","160632","A",6,1,1,1,4,1,1,1,1,1,1,1,7,2,2,7,1,1,1,7,1,1,1,1,1,1,1,1,1,5,2,7,7,5,5,7,5,7,7,7,2,7,5,2,6,1,7,7,7,1,7,7,7,7,7,7,7,7,7,6,1,1,1,1,1,1,5,4,3,3,6,1,2,2,1,7,2,1,3,1,3,2,1,1,1,1,4,1,1,1
"767","160636","A",5,1,5,1,2,1,5,1,1,1,1,1,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,2,5,2,1,2,5,1,5,1,1,5,2,1,2,1,1,1,2,5,5,1,5,1,1,1,5,1,1,5,5,2,5,5,1,4,1,1,1,1,1,5,5,1,5,1,1,1,4,1,5,1,5,1,1,1,5,1,1
"770","160639","A",3,1,2,5,1,1,7,2,1,1,2,1,7,1,3,2,1,1,2,6,1,1,1,1,2,5,3,1,7,4,5,6,6,3,6,5,1,6,5,6,2,7,1,6,4,5,5,6,6,1,5,4,6,7,4,2,3,6,2,2,3,1,3,4,2,2,7,6,4,4,6,1,7,2,1,4,5,3,5,4,4,1,1,1,2,4,3,1,7,2
"774","160648","A",3,2,5,2,3,1,5,3,2,2,2,1,5,3,3,5,1,1,3,6,2,2,1,1,1,1,3,2,1,2,3,5,2,3,3,5,2,3,6,7,2,6,2,4,2,2,2,6,5,1,7,3,5,5,6,3,3,3,5,5,4,2,4,2,5,2,5,3,3,5,5,3,6,3,1,6,3,2,5,1,5,5,1,1,2,1,4,3,1,2
"777","160653","A",5,1,5,1,6,1,3,5,1,1,3,1,1,7,4,6,1,2,4,6,1,1,6,1,5,5,6,1,4,6,4,7,4,6,3,7,3,4,6,6,1,5,3,1,3,3,4,5,4,1,6,4,3,4,4,4,4,1,4,3,2,1,2,1,5,1,5,4,3,3,5,1,1,7,2,7,4,2,5,4,3,1,1,1,1,1,6,1,4,4
