"","unique_ID","subsample","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27","P28","P29","P30","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","B13","B14","B15","B16","B17","B18","B19","B20","B21","B22","B23","B24","B25","B26","B27","B28","B29","B30"
"127","154873","B",5,2,5,1,3,1,4,1,1,1,1,1,5,5,2,3,1,2,1,5,1,1,2,1,2,3,1,1,1,1,2,6,3,6,4,7,3,7,7,6,4,5,3,1,5,5,5,7,6,2,7,5,4,5,5,4,7,5,5,3,2,1,1,1,3,1,5,1,1,1,1,1,3,5,1,5,3,6,2,1,1,1,1,1,1,1,4,1,4,1
"129","154876","B",6,4,3,3,4,1,4,2,1,1,1,1,7,7,2,5,1,1,2,7,1,1,1,1,1,1,1,1,7,3,5,6,4,6,5,7,7,7,7,7,6,7,4,4,6,6,5,7,7,1,7,7,7,7,7,7,7,7,4,4,6,4,4,4,6,1,3,4,1,1,1,1,5,5,1,6,1,1,4,6,1,1,1,1,1,1,1,1,6,4
"131","154880","B",3,1,5,1,6,1,5,2,1,2,5,1,5,6,3,5,1,1,5,7,1,1,1,1,1,1,5,1,2,2,4,5,4,7,4,7,2,6,5,7,1,7,3,1,4,4,7,7,4,1,7,7,6,7,6,5,4,7,5,4,2,1,1,1,4,1,3,3,1,1,4,1,2,3,1,6,4,1,4,1,1,1,1,1,1,1,5,1,1,1
"132","154882","B",5,2,3,2,7,5,6,7,5,1,2,2,6,7,2,6,1,2,5,5,1,2,1,4,5,3,1,4,5,2,4,5,6,5,4,5,4,4,7,7,2,6,2,2,4,4,5,4,5,5,7,5,6,6,6,6,6,4,4,5,3,4,3,3,5,2,6,6,4,6,2,1,2,5,2,4,2,3,5,2,4,3,2,1,2,1,4,1,2,4
"133","154884","B",5,1,4,1,6,4,4,2,1,1,1,1,5,2,1,7,1,1,4,6,1,5,1,2,1,2,2,5,1,2,2,6,3,7,3,4,3,5,7,7,1,7,3,3,5,1,7,7,5,1,7,4,6,4,6,6,6,4,6,5,4,2,3,1,6,2,3,4,1,2,2,1,5,1,1,6,1,1,3,1,1,4,1,1,1,1,1,3,1,1
"134","154887","B",6,1,6,6,6,1,7,4,1,3,1,1,6,6,5,7,1,1,4,6,2,1,2,2,1,2,3,3,6,5,6,6,6,5,5,7,2,5,6,6,6,6,3,4,5,5,7,7,5,2,6,7,3,6,7,6,5,4,5,6,3,2,3,3,6,1,6,2,1,2,3,1,5,2,3,5,1,1,2,2,1,1,2,1,1,1,2,2,4,1
"135","154890","B",5,1,7,1,7,4,4,1,1,1,1,1,7,7,1,7,1,1,2,7,1,1,1,1,6,4,1,1,1,1,4,6,3,6,4,5,5,5,5,5,4,7,3,2,5,4,5,5,5,1,5,7,5,7,4,2,5,7,6,7,4,4,4,4,4,5,4,4,4,4,7,1,7,4,1,7,4,4,4,7,5,4,1,1,4,4,5,4,1,1
"136","154892","B",1,1,6,3,7,6,7,5,1,1,4,1,5,7,1,7,1,1,5,7,1,7,1,7,4,1,4,7,4,4,4,5,1,6,4,3,2,5,6,6,1,5,3,1,1,4,5,7,4,1,6,2,5,3,4,3,3,3,7,6,2,1,1,3,5,2,7,6,6,1,6,1,4,4,1,7,4,4,5,3,1,4,1,4,1,1,4,6,3,1
"137","154894","B",2,1,3,1,6,1,5,1,1,1,4,1,1,7,2,6,1,5,1,6,1,1,1,1,1,6,1,2,1,1,4,6,5,6,5,7,3,6,7,7,2,7,3,4,4,4,5,4,4,2,7,6,5,5,6,5,6,6,7,5,3,1,2,4,6,1,7,6,5,4,6,1,5,6,1,7,2,3,6,4,6,3,1,3,1,5,5,6,1,1
"139","154899","B",5,1,7,1,6,1,6,6,1,1,6,1,6,6,3,6,1,7,6,7,1,6,7,1,5,1,6,5,6,6,6,7,7,7,5,7,6,6,7,7,2,7,6,1,6,6,6,7,7,3,7,7,7,7,7,7,7,7,6,6,6,1,2,4,6,1,7,6,1,1,5,1,4,4,1,6,4,4,6,4,1,4,1,1,1,1,4,7,4,1
"142","154906","B",2,1,3,1,6,1,4,3,1,1,2,1,2,3,2,5,2,1,1,6,1,1,2,1,1,7,3,2,7,6,6,7,5,7,5,7,6,5,7,7,4,6,6,6,6,4,6,7,6,3,7,7,6,6,6,5,5,5,7,6,4,3,3,2,4,1,7,7,7,7,6,1,2,3,2,7,6,5,7,2,7,5,1,4,1,4,6,5,6,2
"143","154907","B",5,1,4,2,7,1,1,1,1,1,2,1,3,7,4,7,1,1,5,6,1,1,1,1,1,6,1,1,1,3,3,7,4,7,7,7,5,5,7,6,3,7,4,3,2,6,6,7,6,1,7,7,5,7,7,6,7,7,7,7,4,1,3,2,4,1,2,2,1,1,3,1,3,5,1,6,2,2,2,4,1,1,1,1,1,2,1,2,2,1
"146","154912","B",5,2,1,4,4,3,5,4,1,1,3,2,4,3,2,7,1,2,5,6,1,3,2,3,3,1,1,3,4,6,5,7,4,5,5,5,3,5,6,6,1,7,3,5,4,6,6,6,3,1,6,7,6,7,5,3,3,6,7,5,7,1,1,2,4,1,4,4,4,2,6,1,4,1,4,7,6,1,4,4,1,5,1,1,1,2,3,1,2,1
"149","154917","B",4,1,4,1,4,1,1,1,1,1,1,1,1,4,1,5,1,1,1,7,1,1,1,1,1,1,1,1,1,2,3,4,3,4,1,7,3,3,3,5,4,7,4,2,7,3,7,7,4,1,4,3,7,3,5,4,4,4,7,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"150","154919","B",5,1,4,1,1,1,4,1,1,1,1,1,6,1,1,7,1,1,6,7,1,1,1,1,1,5,1,1,7,1,4,7,5,4,5,5,2,2,7,6,2,6,4,2,7,3,7,7,3,1,7,3,7,6,5,2,6,5,4,4,2,1,4,2,1,1,2,4,1,1,1,1,3,1,1,6,1,1,2,2,1,1,1,1,1,1,1,1,5,1
"154","154925","B",5,1,4,1,4,1,4,3,1,1,1,1,2,3,1,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1,3,7,3,6,4,7,4,6,7,7,3,7,5,5,6,4,7,7,5,3,7,7,1,7,7,7,7,7,7,7,1,1,1,1,2,1,4,4,3,4,4,1,1,1,1,7,1,1,5,1,4,1,1,1,1,1,3,1,1,1
"155","154926","B",1,1,2,5,4,1,5,3,1,1,1,1,6,7,1,4,1,1,1,7,1,1,1,1,1,2,1,1,5,1,6,7,7,5,4,6,4,4,7,7,5,7,3,1,5,5,7,7,6,2,7,7,7,7,7,4,7,7,4,7,1,1,1,1,4,1,4,2,1,1,2,1,4,7,1,6,1,1,2,2,1,1,1,1,1,2,1,1,1,1
"159","154933","B",6,2,5,1,5,2,5,3,1,1,3,1,5,6,5,6,2,2,5,6,1,3,1,5,1,5,3,5,7,5,2,4,3,6,3,5,2,4,6,5,3,5,2,2,3,2,5,6,4,1,5,4,5,2,4,5,4,2,5,3,3,1,1,2,3,2,4,4,3,2,2,1,2,3,1,6,2,3,4,3,5,2,1,3,1,2,3,2,1,2
"162","154940","B",5,1,5,2,6,1,5,2,1,1,1,1,5,7,2,7,1,1,4,7,1,1,2,6,5,1,1,7,1,3,2,7,3,5,4,7,4,6,5,6,2,6,5,2,3,3,5,7,6,1,6,5,6,3,3,5,7,2,7,5,4,4,3,5,3,1,7,5,2,1,3,2,6,4,1,7,1,1,5,2,4,3,1,5,1,1,1,6,1,1
"164","154944","B",6,1,6,1,1,1,5,1,1,1,1,1,2,6,2,6,1,1,1,7,1,1,1,1,1,1,1,1,7,1,4,7,4,7,4,7,2,7,7,7,2,7,3,4,6,5,5,7,6,3,7,4,6,7,6,7,7,4,2,6,6,1,4,1,5,2,6,3,1,1,7,1,4,4,1,7,3,1,2,3,1,5,1,2,2,1,3,3,7,1
"168","154948","B",4,1,6,1,6,1,6,6,6,6,4,1,6,6,2,6,1,1,6,6,6,1,1,1,6,1,3,3,4,6,4,7,4,7,4,7,5,5,5,5,4,7,3,3,4,4,4,7,5,1,5,7,7,7,1,7,7,7,7,1,7,3,3,1,6,1,3,4,4,4,3,1,4,5,1,7,3,3,4,2,4,4,1,1,3,1,3,2,3,4
"169","154949","B",5,5,6,3,6,2,7,2,1,1,1,1,3,4,1,6,1,1,4,7,1,2,1,2,6,2,1,3,2,2,4,4,5,5,4,6,4,6,6,6,2,5,2,3,4,4,5,6,6,1,6,5,5,4,4,4,6,5,4,4,3,3,2,4,5,2,6,3,1,1,4,1,4,4,2,6,4,2,3,4,1,3,1,3,2,1,3,4,4,2
"170","154950","B",5,1,5,2,6,1,2,2,1,1,7,3,6,5,3,6,1,1,1,5,1,1,3,1,5,1,1,1,1,5,3,5,3,6,3,7,5,5,6,6,6,4,1,2,3,3,6,6,6,1,6,6,3,6,4,5,7,5,4,4,4,1,4,1,6,1,3,3,1,1,3,1,6,4,1,5,3,1,3,4,1,1,1,1,1,1,2,1,1,1
"171","154951","B",6,6,7,5,7,1,4,3,2,2,1,1,7,7,1,7,1,2,6,6,2,4,5,2,6,1,2,2,5,2,5,6,5,7,6,7,5,6,7,7,4,7,2,3,4,6,5,5,5,5,7,3,3,7,4,7,7,4,6,6,6,6,5,5,7,1,6,6,5,5,6,1,7,6,2,7,4,7,6,5,5,5,1,1,4,2,3,5,6,2
"173","154953","B",6,3,5,4,5,3,7,3,1,1,3,3,6,3,3,3,2,1,4,6,1,3,2,3,2,4,2,3,4,5,2,3,2,4,3,3,2,6,7,7,2,3,2,2,2,3,7,7,5,2,7,3,3,4,4,3,3,3,4,2,3,3,3,3,4,2,6,3,1,1,1,1,6,3,1,7,4,1,4,4,1,2,1,2,2,2,3,2,2,1
"174","154954","B",6,5,6,4,4,5,5,4,5,5,2,5,4,5,1,2,5,4,6,6,3,6,3,4,4,2,4,3,2,3,4,5,2,2,4,5,3,3,5,2,2,6,3,3,4,2,3,4,4,3,4,3,2,4,6,4,5,6,5,5,4,4,4,2,6,3,4,3,2,3,7,1,3,5,3,1,3,2,4,3,3,3,2,5,2,1,3,3,3,3
"175","154956","B",6,2,7,6,2,1,6,5,1,1,1,1,6,3,1,5,1,1,5,7,1,3,1,5,3,1,2,5,1,2,3,6,4,6,6,7,3,4,6,7,7,6,4,5,7,5,6,6,6,1,6,6,7,6,7,7,6,6,7,6,4,1,5,5,6,1,3,5,1,2,1,1,6,2,1,5,1,1,3,5,2,5,1,2,1,1,2,2,1,2
"178","154961","B",5,5,5,3,6,2,1,1,1,1,1,1,7,2,3,6,2,1,3,6,1,3,1,2,1,5,2,3,7,5,4,5,3,6,5,4,3,7,6,7,2,7,3,3,5,5,5,7,5,1,7,4,7,5,7,4,5,5,5,4,4,3,4,5,7,3,4,2,2,2,3,1,4,3,1,7,5,1,5,4,2,5,1,5,1,3,3,5,4,2
"179","154962","B",5,2,5,5,5,3,6,4,1,1,2,3,5,3,2,5,2,4,4,6,1,5,2,2,5,1,4,1,4,1,5,6,5,6,3,6,1,6,6,6,4,6,3,4,5,4,6,6,6,1,7,5,6,7,5,7,4,7,6,7,4,2,3,3,4,2,4,3,2,2,3,1,5,4,1,6,3,2,3,2,2,5,1,3,2,1,3,3,2,1
"181","154970","B",5,1,5,2,5,3,4,4,1,2,1,1,5,6,3,4,1,1,4,7,1,2,1,1,2,3,1,2,2,1,3,6,2,4,3,4,2,3,4,6,2,4,4,4,4,3,6,6,3,1,5,3,3,3,5,5,6,3,5,5,3,2,3,2,3,2,5,4,2,3,4,1,4,2,2,4,2,2,4,3,3,2,2,2,1,2,3,2,2,1
"182","154971","B",5,5,5,6,6,2,4,3,1,1,1,1,7,5,1,6,1,1,6,5,2,7,1,2,6,5,3,5,5,1,5,6,4,5,6,7,5,7,7,7,2,7,3,4,7,6,7,7,7,2,7,5,7,7,6,6,5,6,5,7,5,5,5,5,6,1,6,6,7,7,6,1,6,5,1,6,3,1,7,4,7,7,1,5,2,1,4,4,3,1
"185","154977","B",6,2,3,4,5,1,6,1,1,1,2,2,7,7,2,7,1,1,1,4,1,5,3,6,5,2,5,2,1,6,5,6,5,5,6,7,5,7,6,6,1,7,1,5,5,6,6,7,7,1,7,6,6,6,6,5,6,5,6,6,6,4,3,5,5,1,5,5,6,3,3,2,5,6,2,5,6,6,5,5,5,6,3,7,6,5,7,6,3,2
"186","154979","B",3,1,3,1,3,3,4,3,1,1,3,1,1,2,4,6,2,1,2,5,1,1,1,1,2,3,2,1,7,6,3,5,4,5,3,5,3,4,2,3,2,7,3,2,4,2,3,5,3,2,2,3,5,4,5,4,3,3,5,3,3,2,2,2,4,3,3,2,2,2,6,1,2,3,1,5,3,1,2,3,2,2,1,1,1,1,2,1,3,1
"188","154984","B",5,1,5,5,5,4,4,5,1,5,4,6,5,6,5,6,2,1,2,5,1,5,2,6,2,5,3,6,5,5,3,7,4,5,5,6,3,5,6,6,4,7,3,1,4,4,6,6,4,1,6,3,5,6,6,3,3,5,5,5,5,1,4,5,4,3,3,4,4,1,4,1,4,4,1,5,3,3,4,5,1,5,1,4,2,1,3,5,3,2
"189","154985","B",5,2,3,4,6,2,4,2,1,1,1,1,6,2,2,6,2,1,4,6,1,1,1,1,2,1,3,2,1,2,2,6,4,6,1,6,6,6,6,7,6,7,2,3,4,2,6,7,5,1,7,5,6,5,5,6,7,4,7,4,4,1,3,3,4,1,6,3,4,5,3,1,4,2,2,4,4,1,6,3,5,1,1,1,1,1,4,3,1,1
"190","154986","B",3,3,2,2,3,2,3,1,2,2,5,1,3,3,2,4,2,1,2,5,2,2,1,2,3,1,1,2,2,4,3,4,3,3,2,2,2,5,4,3,2,4,3,1,2,3,3,4,5,2,4,2,4,2,2,3,4,2,3,2,3,2,2,3,2,2,3,2,2,2,4,1,3,2,2,5,4,3,2,2,2,2,1,3,2,2,4,3,3,1
"191","154987","B",6,7,4,6,5,5,2,5,7,7,6,7,1,7,1,3,1,2,5,7,2,7,7,5,7,5,6,3,6,1,6,5,6,4,3,5,3,6,6,7,4,5,6,5,6,5,5,6,6,3,7,2,2,3,6,6,4,3,7,5,3,2,4,2,3,1,2,4,7,7,4,1,4,3,1,3,2,2,4,2,7,3,2,3,1,1,3,3,2,1
"194","155000","B",6,2,5,1,6,2,2,2,1,1,6,1,2,2,4,3,3,1,1,6,1,2,2,2,2,3,4,3,1,2,5,6,5,5,4,6,5,5,7,6,2,6,6,3,4,6,6,7,7,4,7,6,6,5,6,6,7,5,7,7,4,2,4,1,6,3,4,4,4,3,6,2,2,4,5,6,2,3,4,3,4,2,2,2,1,1,3,2,1,1
"195","155001","B",3,1,4,1,6,1,4,1,1,1,1,2,7,7,4,7,1,1,3,6,1,1,5,1,1,2,1,1,7,5,3,5,4,5,4,6,3,6,4,6,1,5,4,4,3,4,5,5,4,3,5,4,4,5,3,4,6,4,4,4,3,1,2,1,5,1,3,1,1,3,2,1,4,3,1,4,1,1,3,3,2,2,1,2,1,1,1,2,2,1
"196","155002","B",6,6,6,7,5,5,2,1,1,1,1,1,6,2,1,6,1,1,1,7,1,2,5,6,1,1,1,6,6,7,4,6,3,5,1,2,4,7,7,7,1,7,3,1,1,3,7,5,7,1,7,6,6,4,7,6,7,3,4,2,4,4,4,4,6,1,1,1,1,1,5,1,5,1,1,5,1,1,1,5,1,1,1,4,1,1,1,5,3,1
"197","155003","B",3,3,4,3,3,4,4,3,4,3,4,3,3,4,4,2,3,4,4,2,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,3,2,2,4,2,2,3,2,4,3,3,2,3,4,3,2,3,3,2,5,2,3,3,5,4,3,3,3,3,5,4,2,4,5,5,2,3,3,2,3,4,2,4,4,2,2,4,5,3
"199","155006","B",6,2,6,2,4,2,2,1,1,1,4,2,2,6,4,4,2,4,1,6,1,1,2,1,5,4,5,3,6,5,1,6,1,5,2,4,5,7,7,7,2,5,2,1,2,1,6,5,7,1,7,6,4,5,2,3,2,2,4,3,4,2,1,3,5,2,6,6,6,7,5,2,3,2,1,5,4,3,6,1,6,3,1,2,1,1,3,2,2,2
"200","155007","B",5,6,6,5,6,2,7,2,2,3,3,2,7,6,2,5,2,2,2,6,2,5,2,5,3,3,5,6,3,5,2,3,3,3,3,4,2,4,4,3,3,5,2,2,3,3,4,4,5,2,4,2,3,2,3,3,5,2,3,4,4,2,3,4,4,1,4,3,3,3,2,1,4,3,1,5,3,3,2,2,2,4,1,3,2,2,4,4,2,1
"203","155010","B",6,1,7,1,6,1,5,1,1,1,1,1,5,7,5,5,1,1,1,5,1,1,1,1,1,1,1,1,5,5,4,5,1,7,1,5,2,6,7,7,1,7,2,1,6,4,7,7,5,1,7,6,6,6,5,7,6,5,5,6,7,2,5,1,6,1,7,4,1,2,1,1,4,4,1,7,1,1,3,4,1,2,1,2,1,1,1,2,5,1
"204","155011","B",7,1,7,2,5,1,5,3,1,1,1,1,2,7,1,5,1,1,4,7,1,5,1,1,1,1,1,5,7,1,3,5,3,5,2,7,3,6,6,6,4,7,4,2,5,3,6,7,4,1,6,5,7,6,6,4,6,6,1,6,3,2,3,4,3,1,5,4,5,3,3,2,4,4,1,4,2,1,5,3,4,4,1,3,1,1,4,6,7,2
"205","155013","B",4,1,4,1,6,1,6,1,1,1,2,1,5,1,3,6,2,1,4,6,1,1,1,1,1,1,1,1,1,2,3,7,3,6,4,6,3,7,5,7,3,6,4,4,4,2,5,7,6,2,7,7,7,5,7,7,5,4,7,5,6,3,3,2,6,1,4,2,1,1,1,1,6,6,1,6,1,1,4,5,1,3,1,2,1,1,1,3,1,1
"207","155017","B",3,1,3,2,5,2,6,1,2,2,2,1,5,6,2,6,1,2,2,6,1,4,1,3,2,1,2,4,2,2,4,6,4,5,5,5,4,7,6,5,4,7,4,4,5,5,5,6,6,3,6,5,7,6,5,6,6,5,6,5,3,3,3,3,5,2,6,5,4,5,4,1,3,3,2,5,3,4,6,4,4,5,1,3,1,1,4,3,3,1
"208","155022","B",5,1,3,1,6,2,6,5,1,1,2,1,3,6,2,6,1,2,2,3,1,2,1,1,1,1,2,1,1,3,3,6,4,6,4,5,4,5,5,6,1,6,4,3,4,4,4,7,6,2,6,6,6,7,7,5,3,6,7,5,4,1,3,2,4,2,5,3,2,1,4,1,4,4,2,6,3,1,3,1,2,2,1,1,1,1,2,2,1,3
"212","155048","B",3,4,3,3,2,2,5,4,1,6,1,1,5,6,2,5,2,3,1,5,1,1,1,6,6,7,4,5,4,4,3,4,3,4,4,4,3,6,5,6,1,5,2,2,4,4,4,6,5,1,6,5,5,3,3,3,4,3,6,4,2,2,3,2,4,2,5,5,5,6,4,1,4,3,2,4,4,4,5,2,5,2,1,4,2,2,4,3,3,2
"213","155049","B",3,1,2,2,2,1,7,1,1,1,1,1,7,6,1,5,1,1,6,5,1,6,1,1,5,1,1,6,1,1,2,6,3,4,3,4,2,5,7,7,1,5,2,2,5,2,6,7,4,2,7,2,5,3,3,5,5,2,6,3,1,1,1,1,4,1,6,5,5,4,4,1,3,1,1,6,3,1,5,2,3,3,1,2,1,1,4,4,1,1
"214","155051","B",3,1,1,5,6,1,2,1,1,1,1,1,1,3,1,6,1,1,1,6,1,1,1,1,1,1,1,6,1,1,5,7,6,5,5,7,5,5,6,7,4,7,6,5,6,3,7,7,5,2,7,6,7,7,7,7,7,2,7,7,3,3,1,5,4,1,5,3,6,5,4,2,5,5,1,6,3,1,5,3,5,5,1,3,1,1,2,5,1,1
"215","155865","B",6,1,5,5,7,1,6,5,1,1,1,1,6,7,3,7,1,1,5,6,1,1,1,1,1,1,5,1,1,6,4,6,5,5,5,6,2,5,6,6,2,6,3,5,5,4,7,7,5,2,6,4,6,5,5,5,5,3,7,4,4,3,4,4,6,1,4,4,2,2,1,1,6,7,2,6,1,1,4,4,2,4,1,3,1,1,5,4,1,1
"217","155868","B",3,4,4,4,4,4,4,4,4,4,4,2,5,4,1,4,4,1,4,4,4,4,4,4,4,4,4,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,3,3,4,4,3,3,4,4,3,4,4,4,3,4
"220","155873","B",5,1,4,3,5,5,5,4,1,2,4,1,3,4,2,5,2,2,4,6,2,1,2,1,3,1,3,1,2,2,2,5,4,3,3,2,2,4,5,6,1,4,3,2,3,3,3,3,5,2,6,2,2,3,4,2,3,2,5,3,2,2,2,2,3,2,3,4,3,5,3,1,2,3,1,3,4,2,3,2,6,1,1,1,1,1,3,1,2,1
"223","155883","B",2,1,3,2,7,1,5,4,1,1,1,1,1,7,3,7,1,1,2,7,1,1,1,5,2,2,1,4,1,1,4,5,3,5,4,6,2,5,7,7,3,7,3,3,3,4,6,5,7,1,7,5,6,5,4,2,5,4,5,6,2,1,2,4,6,2,4,4,4,4,2,1,2,5,1,5,4,4,4,2,4,4,1,4,1,1,4,3,1,1
"224","155884","B",5,1,5,1,5,2,2,1,1,1,4,1,1,6,1,3,1,1,1,7,1,1,1,1,2,7,1,1,1,1,4,7,4,7,4,6,7,6,7,7,2,7,6,4,5,4,6,7,6,2,7,5,6,7,7,3,5,7,7,4,3,1,2,1,3,3,4,2,1,1,7,1,1,5,1,5,2,1,2,1,1,4,1,1,1,2,3,1,1,1
"226","155887","B",5,1,5,1,1,5,6,2,1,1,1,1,5,3,2,5,1,2,2,6,1,1,1,1,3,2,2,1,2,2,5,7,3,7,3,4,2,6,6,7,2,7,2,4,5,4,6,7,6,1,7,3,7,3,5,3,3,4,6,5,5,1,2,1,6,5,4,3,3,4,5,1,6,1,1,6,2,2,4,5,4,2,1,2,1,1,3,2,1,1
"227","155888","B",5,1,2,3,6,1,1,1,1,1,1,1,6,6,1,6,1,1,1,5,1,1,1,4,1,1,1,4,1,1,5,5,5,6,5,7,5,6,7,6,1,6,4,4,4,5,5,7,6,4,7,6,6,6,6,5,6,4,7,6,4,4,2,4,4,1,4,4,4,4,4,1,4,4,1,7,4,4,4,4,4,4,1,4,1,1,4,4,1,1
"230","155891","B",1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,4,1,1,6,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,7,1,3,1,4,1,1,1,1,1,1,1,7,3,1,4,5,1,1,1,1,6,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"231","155892","B",5,6,6,6,6,5,6,3,1,1,4,3,7,7,5,1,2,4,3,6,1,6,1,6,6,5,3,6,5,5,3,5,2,4,4,2,4,7,7,7,1,5,1,1,3,6,5,4,7,2,7,5,6,5,3,5,3,5,5,4,5,4,2,5,4,5,6,1,1,2,3,3,7,6,4,5,5,4,3,4,1,6,2,5,2,3,2,5,2,3
"232","155893","B",6,1,7,1,6,1,5,7,6,6,5,1,1,6,2,5,1,7,1,7,5,1,1,1,4,1,1,1,7,7,1,3,1,3,3,1,1,1,4,4,1,5,3,1,1,3,1,1,1,1,5,3,3,3,4,3,4,3,4,3,1,1,3,1,4,1,3,1,3,4,1,1,1,4,1,5,1,2,3,1,3,1,1,1,1,1,1,1,1,1
"235","155897","B",5,3,6,5,6,1,6,6,4,5,2,2,6,6,2,6,1,5,6,6,6,5,2,3,3,6,2,5,5,6,3,5,3,5,3,5,2,4,3,3,2,6,4,3,3,4,4,4,3,2,3,3,5,3,4,3,5,4,4,3,3,3,3,3,5,2,4,5,3,4,2,1,4,4,2,5,2,3,4,2,5,4,1,3,2,2,3,4,4,3
"236","155899","B",5,3,5,2,2,3,3,2,2,1,3,2,2,4,2,5,2,5,2,7,1,2,2,2,3,5,2,5,2,3,5,5,3,6,5,5,6,7,7,7,3,6,5,5,2,5,6,3,6,1,7,5,5,5,4,5,6,3,7,5,3,1,3,3,2,2,4,3,3,2,4,1,2,1,1,4,6,5,3,7,3,2,2,2,1,2,5,2,2,1
"237","155900","B",5,1,5,1,6,2,3,3,2,2,3,2,2,3,2,5,2,1,2,6,3,2,1,1,3,2,3,2,1,3,3,6,3,6,2,5,3,4,4,5,2,5,5,3,4,3,5,6,4,2,4,5,6,4,4,3,3,4,6,4,5,3,3,2,6,2,4,4,4,4,3,2,3,3,1,6,2,2,4,4,3,4,1,2,3,1,2,2,1,2
"238","155901","B",5,1,5,1,7,1,4,2,1,1,2,2,3,6,4,3,1,6,1,7,1,1,2,1,2,5,1,1,5,5,5,7,2,6,6,7,2,7,7,7,1,5,5,6,4,5,5,3,7,1,7,6,3,5,6,2,5,5,5,4,4,1,5,1,4,1,6,2,1,1,6,1,2,1,4,5,4,7,1,1,1,1,1,1,1,7,5,1,3,4
"241","155905","B",6,1,4,4,1,1,4,4,1,1,1,1,7,1,1,7,1,4,4,6,1,1,1,1,1,2,4,1,4,1,4,4,7,4,4,4,4,4,7,7,1,7,4,1,4,4,7,7,4,4,7,4,4,4,4,7,4,4,7,4,4,3,4,4,4,1,4,4,4,4,1,3,5,4,2,4,4,4,4,5,4,4,1,4,1,2,3,4,6,1
"244","155908","B",6,2,6,3,5,1,5,2,1,1,1,1,7,6,1,5,1,1,2,7,1,1,3,1,1,1,2,1,1,3,2,7,2,6,2,7,4,7,7,7,2,7,3,2,5,3,7,7,7,1,7,7,6,7,7,7,6,6,7,6,5,1,5,2,4,1,5,3,1,1,2,1,6,4,1,6,1,1,4,4,1,1,1,1,1,1,3,1,1,1
"248","155914","B",2,1,3,1,4,1,1,1,1,1,2,1,6,7,2,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,4,7,6,7,4,6,6,7,6,6,3,7,3,1,5,5,6,7,6,1,6,4,7,5,7,6,6,3,6,6,2,1,3,2,4,1,4,2,4,4,3,1,7,4,1,7,2,1,4,4,4,4,1,2,1,1,4,4,1,1
"249","155915","B",3,3,5,6,4,2,6,6,5,5,4,2,6,5,4,4,4,4,4,6,5,3,2,3,4,6,6,3,6,2,4,3,4,5,5,2,6,5,5,6,4,2,6,5,4,4,4,4,5,6,5,3,3,3,4,6,6,3,6,2,4,3,5,6,4,2,6,6,6,6,4,2,6,5,3,4,3,4,5,6,5,3,2,3,4,6,6,3,6,2
"250","155916","B",2,2,2,2,3,1,2,2,1,1,3,1,5,1,2,3,1,1,1,5,1,3,2,1,3,1,1,1,4,3,4,5,4,6,3,5,5,5,5,5,3,6,3,3,3,5,6,5,5,2,5,6,4,6,4,4,5,5,6,4,1,2,1,2,2,1,2,1,1,1,3,1,3,1,1,4,1,1,1,2,1,3,1,1,1,1,1,1,2,1
"256","155925","B",5,2,4,5,3,1,5,3,2,2,3,1,7,5,3,4,1,6,2,6,2,1,2,3,2,2,2,3,6,5,2,5,2,4,3,3,2,5,7,7,1,7,2,1,2,3,6,6,6,1,7,6,3,5,4,4,3,4,4,3,3,4,3,6,6,2,7,5,4,4,7,1,5,1,1,7,7,6,6,3,4,5,1,5,1,1,5,5,4,2
"257","155927","B",1,1,1,2,6,4,7,1,2,1,5,1,1,7,2,5,1,1,1,6,1,1,1,1,1,1,2,3,1,2,4,7,4,3,2,2,2,6,4,6,1,6,3,2,3,3,4,5,7,2,5,5,5,2,6,4,2,2,4,3,2,1,2,2,4,2,5,2,3,3,3,1,2,7,1,5,4,2,2,2,3,1,1,2,1,1,4,3,1,1
